Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,AllName,Birthdate__precision
Peng (Pengcheng Shen),China,2004-03-18,Europe,GameWard,EMEA,Mid,"Ahri,Syndra,Orianna",Mid,0,0,Peng04,1
Peng (Yoon Young-min),South Korea,,,,Korea,Mid,,Mid,1,0,Peng (Yoon Young-min),
Pengu,United States,,,Columbia College,North America,Jungle,,Jungle,0,0,Pengu,
Penguin (Mario Mendoza),Venezuela,1996-08-01,Latin America North,,Latin America,Coach,"Orianna,Syndra,Yasuo,Azir",Strategic Coach,0,0,Penguin (Mario Mendoza),1
Penguin (Mario Mendoza),Venezuela,1996-08-01,Latin America North,,Latin America,Coach,"Orianna,Syndra,Yasuo,Azir",Strategic Coach,0,0,Schmerz,1
Penguin (Nguyễn Đăng Khoa),Vietnam,2002-08-10,,,Vietnam,Jungle,,Jungle,1,0,Penguin (Nguyễn Đăng Khoa),1
Penguin (Nguyễn Đăng Khoa),Vietnam,2002-08-10,,,Vietnam,Jungle,,Jungle,1,0,Awaken (Nguyễn Đăng Khoa),1
Penguin (Nguyễn Đăng Khoa),Vietnam,2002-08-10,,,Vietnam,Jungle,,Jungle,1,0,Dk,1
Penguin (Nguyễn Đăng Khoa),Vietnam,2002-08-10,,,Vietnam,Jungle,,Jungle,1,0,Happy game,1
Penguin (Nguyễn Đăng Khoa),Vietnam,2002-08-10,,,Vietnam,Jungle,,Jungle,1,0,Sevenk,1
Penguin (Razvan Nicoara),Romania,,,,Europe,Coach,,Mid;Coach,1,0,Penguin (Razvan Nicoara),
Penguin (Razvan Nicoara),Romania,,,,Europe,Coach,,Mid;Coach,1,0,Pinguin (Razvan Nicoara),
Penguin (Stephen Downhower),United States,,,,North America,Jungle,,Jungle,1,0,Penguin (Stephen Downhower),
Penguin (Stephen Downhower),United States,,,,North America,Jungle,,Jungle,1,0,Pluckin Penguin,
Penguin (Zhao Shuai),China,1997-07-07,,,China,Jungle,,Jungle,1,0,Penguin (Zhao Shuai),1
Penguin (Zhao Shuai),China,1997-07-07,,,China,Jungle,,Jungle,1,0,Ko,1
Penguin (Zhao Shuai),China,1997-07-07,,,China,Jungle,,Jungle,1,0,Qie,1
Penguinn,Singapore,,,,SEA,Jungle,,Jungle,1,0,Penguinn,
Pensax,Turkey,,Turkey,,EMEA,Coach,,Head Coach,1,0,Pensax,
PENTA (Marko Radović),Serbia,1997-06-30,,,Europe,Support,"Bard,Alistar,Neeko,Rakan",Support,1,0,PENTA (Marko Radović),1
PentaQ,China,1995-10-11,,,China,Bot,,Bot,1,0,PentaQ,1
PentaQ,China,1995-10-11,,,China,Bot,,Bot,1,0,Q,1
PentaQ,China,1995-10-11,,,China,Bot,,Bot,1,0,QPqTq,1
Peop,Turkey,2003-09-01,Turkey,,EMEA,Top,,Top,0,0,Peop,1
People,Brazil,,,,Brazil,Support,,Support,0,0,People,
People,Brazil,,,,Brazil,Support,,Support,0,0,PeopleFace,
Pepe (Eowin van Dijk),Netherlands,,,A One Man Army,EMEA,Jungle,,Jungle,0,0,Pepe (Eowin van Dijk),
Pepe (Eowin van Dijk),Netherlands,,,A One Man Army,EMEA,Jungle,,Jungle,0,0,PEPE ABUSER,
Pepe Chile,Uruguay,,,,Latin America,Support,,Support,1,0,Pepe Chile,
Pepe Chile,Uruguay,,,,Latin America,Support,,Support,1,0,PepeChilee,
Pepero,Taiwan,1999-04-09,Taiwan,,PCS,Bot,,Bot,0,0,Pepero,1
Pepero,Taiwan,1999-04-09,Taiwan,,PCS,Bot,,Bot,0,0,HuTao,1
Pepero,Taiwan,1999-04-09,Taiwan,,PCS,Bot,,Bot,0,0,Pocky,1
Pepi (Josef Nosek),Czech Republic,2002-05-06,Europe,EXILE esports,EMEA,Jungle,,Jungle,0,0,Pepi (Josef Nosek),1
Pepi (Josef Nosek),Czech Republic,2002-05-06,Europe,EXILE esports,EMEA,Jungle,,Jungle,0,0,Lenochodec,1
Pepi (Josef Nosek),Czech Republic,2002-05-06,Europe,EXILE esports,EMEA,Jungle,,Jungle,0,0,Lenochodecc,1
Pepi (Miro Rauten),Finland,2002-02-25,Europe,,EMEA,Mid,"Aatrox,Akali,LeBlanc",Mid,0,0,Pepi (Miro Rauten),1
Pepi (Péter Petró),Hungary,,,,Europe,Support,,Support,1,0,Pepi (Péter Petró),
Pepiinero,Spain,,,,Europe,Bot,"Varus,Ezreal,Ryze,LeBlanc",Bot,1,0,Pepiinero,
Pepiinero,Spain,,,,Europe,Bot,"Varus,Ezreal,Ryze,LeBlanc",Bot,1,0,PePii,
Pepiinero,Spain,,,,Europe,Bot,"Varus,Ezreal,Ryze,LeBlanc",Bot,1,0,PePiiNG,
Pepiinero,Spain,,,,Europe,Bot,"Varus,Ezreal,Ryze,LeBlanc",Bot,1,0,PEPINERO,
Pepiinero,Spain,,,,Europe,Bot,"Varus,Ezreal,Ryze,LeBlanc",Bot,1,0,Pπ,
Pepiinero,Spain,,,,Europe,Bot,"Varus,Ezreal,Ryze,LeBlanc",Bot,1,0,Xpepii,
PepiineroJr,Spain,,,ZETA,EMEA,Mid,,Mid,0,0,PepiineroJr,
PepiineroJr,Spain,,,ZETA,EMEA,Mid,,Mid,0,0,Pepi Jr,
PepiineroJr,Spain,,,ZETA,EMEA,Mid,,Mid,0,0,Pepiinero Jr,
PepiineroJr,Spain,,,ZETA,EMEA,Mid,,Mid,0,0,Pepiinero Jr.,
PepiineroJr,Spain,,,ZETA,EMEA,Mid,,Mid,0,0,Pepinero jr,
Pepito,France,1997-09-19,Europe,,EMEA,Mid,,Mid,0,0,Pepito,1
Pepito,France,1997-09-19,Europe,,EMEA,Mid,,Mid,0,0,IPepito,1
Peppe,Greece,2002-07-19,Europe,Team Phantasma,EMEA,Mid,,Mid,0,0,Peppe,1
Peppe,Greece,2002-07-19,Europe,Team Phantasma,EMEA,Mid,,Mid,0,0,Pepe (Petros Berdebes),1
Peppe,Greece,2002-07-19,Europe,Team Phantasma,EMEA,Mid,,Mid,0,0,Peperinos,1
Peppe,Greece,2002-07-19,Europe,Team Phantasma,EMEA,Mid,,Mid,0,0,Peppe729,1
Peppe,Greece,2002-07-19,Europe,Team Phantasma,EMEA,Mid,,Mid,0,0,Pepperinos,1
Perceval,Netherlands,1999-09-13,,,EMEA,Top,Shen,Top,0,0,Perceval,1
Perci,Turkey,2001-07-31,,,Turkey,Jungle,"Olaf,Elise,Kha'Zix",Jungle,1,0,Perci,1
Percy (Mario Cammarota),Italy,1998-09-20,Europe,Underworld Undeads,EMEA,Support,,Support,0,0,Percy (Mario Cammarota),1
Perfect (Aleksandr Karagodov),Estonia,,,,Europe,Support,,Support,1,0,Perfect (Aleksandr Karagodov),
Perfect (Aleksandr Karagodov),Estonia,,,,Europe,Support,,Support,1,0,Zenith (Aleksandr Karagodov),
Perfect (Alexandros Stamatakis),Greece,,,,Europe,Support,,Support,1,0,Perfect (Alexandros Stamatakis),
Perfect (Alexandros Stamatakis),Greece,,,,Europe,Support,,Support,1,0,5k perfect,
PerfecT (Lee Seung-min),South Korea,2004-05-17,,KT Rolster,Korea,Top,,Top,0,0,PerfecT (Lee Seung-min),1
PerfecT (Lee Seung-min),South Korea,2004-05-17,,KT Rolster,Korea,Top,,Top,0,0,Czar,1
PerfecT (Lee Seung-min),South Korea,2004-05-17,,KT Rolster,Korea,Top,,Top,0,0,TOP (Lee Seung-min),1
PerfectBeing,Tunisia,2001-02-02,None,,EMEA,Mid,,Mid,0,0,PerfectBeing,1
PerfectBeing,Tunisia,2001-02-02,None,,EMEA,Mid,,Mid,0,0,Lililili,1
PerfectBeing,Tunisia,2001-02-02,None,,EMEA,Mid,,Mid,0,0,LILLILLILLI,1
PerfectBeing,Tunisia,2001-02-02,None,,EMEA,Mid,,Mid,0,0,Perfect Being,1
Perfection (Jan Lüdiger),Germany,,,,Europe,Jungle,,Jungle,1,0,Perfection (Jan Lüdiger),
Perfume,Taiwan,,,,LMS,Support,,Support,1,0,Perfume,
Perhapstky,Hong Kong,,,,LMS,Support,,Support,1,0,Perhapstky,
Perhapstky,Hong Kong,,,,LMS,Support,,Support,1,0,Perhaps,
Pericolo,Italy,2001-01-08,,Lobstar,EMEA,,"Draven,Jhin,Varus,Aphelios",Bot,0,0,Pericolo,1
Perisha,Serbia,,,,Europe,Support,,Support,1,0,Perisha,
PerkyPie,United States,,,,North America,Bot,,Bot,0,0,PerkyPie,
Perkz,Croatia,1998-09-30,Europe,,EMEA,Mid,"Lucian,Yasuo,LeBlanc",Mid,0,0,Perkz,1
Perkz,Croatia,1998-09-30,Europe,,EMEA,Mid,"Lucian,Yasuo,LeBlanc",Mid,0,0,Luka the Bazooka,1
Perkz,Croatia,1998-09-30,Europe,,EMEA,Mid,"Lucian,Yasuo,LeBlanc",Mid,0,0,Perks,1
Perkz,Croatia,1998-09-30,Europe,,EMEA,Mid,"Lucian,Yasuo,LeBlanc",Mid,0,0,Uma Jan,1
Perle,Japan,,Japan,V3 Esports Academy,PCS,Top,,Top,0,0,Perle,
Perle,Japan,,Japan,V3 Esports Academy,PCS,Top,,Top,0,0,Peale,
Perro,Chile,2000-03-04,,,Latin America,Bot,"Draven,Miss Fortune,Cassiopeia,Samira",Bot,1,0,Perro,1
Perro,Chile,2000-03-04,,,Latin America,Bot,"Draven,Miss Fortune,Cassiopeia,Samira",Bot,1,0,Faceless Void,1
Perry (Perry Norman),United States,2004-04-22,,,North America,Jungle,"Kayn,Amumu",Jungle,0,0,Perry (Perry Norman),1
Perry (Perry Norman),United States,2004-04-22,,,North America,Jungle,"Kayn,Amumu",Jungle,0,0,GhostlyCat,1
Perry HVBD,Belgium,1999-12-07,,,Europe,Top,Nasus,Top,1,0,Perry HVBD,1
Perseo,Peru,,Latin America South,,Latin America,Top,,Top,1,0,Perseo,
Persistent,Turkey,1998-09-28,,,Turkey,Mid,"Vladimir,Syndra,Viktor",Top,1,0,Persistent,1
Pery,Poland,,Europe,,EMEA,Coach,,Head of League of Legends,0,0,Pery,
Perz,Brazil,,,,Brazil,Bot,,Bot,0,0,Perz,
Pescaly Maximal,South Korea,,,,Korea,Top,,Top,1,0,Pescaly Maximal,
PesE,Italy,,Europe,,EMEA,Top,"Gangplank,Kled,Camille",Top,0,0,PesE,
PesE,Italy,,Europe,,EMEA,Top,"Gangplank,Kled,Camille",Top,0,0,Peese,
PesE,Italy,,Europe,,EMEA,Top,"Gangplank,Kled,Camille",Top,0,0,Pes3,
Pesho,North Macedonia,,Europe,,EMEA,Mid,,Mid,0,0,Pesho,
Pesho,North Macedonia,,Europe,,EMEA,Mid,,Mid,0,0,ChosenONF1rE,
Pesho,North Macedonia,,Europe,,EMEA,Mid,,Mid,0,0,PeshoTheResho,
PessChap,Singapore,,,,SEA,Bot,,Bot,1,0,PessChap,
PessChap,Singapore,,,,SEA,Bot,,Bot,1,0,PessimisticChapp,
Pessoa,United States,2001-07-21,,North Carolina State University,North America,Coach,"Trundle,Seraphine,Janna",Head Coach,0,0,Pessoa,1
Pet,Peru,2003-03-14,,Spirituals,Latin America,Top,,Top,0,0,Pet,1
Petelgeyz,Russia,,,,CIS,Top,,Top,1,0,Petelgeyz,
Peter (Jeong Yoon-su),South Korea,2003-04-28,,Nongshim Esports Academy,Korea,Support,,Support,0,0,Peter (Jeong Yoon-su),1
Peter (Jeong Yoon-su),South Korea,2003-04-28,,Nongshim Esports Academy,Korea,Support,,Support,0,0,SUP (Jeong Yoon-su),1
Peter Dun,United Kingdom,1987-07-24,Europe,Team Heretics,EMEA,Coach,,Head Coach,0,0,Peter Dun,1
Peter Dun,United Kingdom,1987-07-24,Europe,Team Heretics,EMEA,Coach,,Head Coach,0,0,Peter (Peter Dun),1
Peter Zhang,China,1993-09-02,,,North America,Manager,,Head of Player Development,1,0,Peter Zhang,1
Peter Zhang,China,1993-09-02,,,North America,Manager,,Head of Player Development,1,0,Peter (Peter Zhang),1
Peter Zhang,China,1993-09-02,,,North America,Manager,,Head of Player Development,1,0,PtotheD,1
Petipino,Czech Republic,,Europe,,EMEA,Top,"Evelynn,Diana,Rumble",Top,0,0,Petipino,
Petis,Czech Republic,2002-03-09,Europe,,EMEA,Support,Rakan,Support,0,0,Petis,1
petitpois,Canada,2002-12-31,,,North America,Jungle,"Gragas,Graves",Jungle,1,0,Petitpois,1
Petland,Vietnam,1997-06-13,Southeast Asia,,Vietnam,Mid,,Mid,1,0,Petland,1
Petland,Vietnam,1997-06-13,Southeast Asia,,Vietnam,Mid,,Mid,1,0,Quang Huy,1
Peto,Slovakia,,,BRUTE,EMEA,Support,,Support,0,0,Peto,
Petoska,Finland,2002-05-14,Europe,,EMEA,Top,,Top,0,0,Petoska,1
Petrichor,Turkey,,Turkey,,EMEA,Support,,Support,1,0,Petrichor,
Petro,Argentina,,,,Latin America,Mid,,Mid,1,0,Petro,
PetrParléř,Czech Republic,,Europe,,EMEA,Top,,Top,0,0,PetrParléř,
PewPewSolari,Russia,,,,CIS,Mid,,Mid,1,0,PewPewSolari,
PewPewSolari,Russia,,,,CIS,Mid,,Mid,1,0,PewPewSоlari,
Pexe,Lithuania,,,,Europe,Mid,,Mid,1,0,Pexe,
Pey,Argentina,2002-05-30,,Malvinas Gaming Academy,Latin America,Bot,,Bot,0,0,Pey,1
Pey,Argentina,2002-05-30,,Malvinas Gaming Academy,Latin America,Bot,,Bot,0,0,1pey,1
Pey,Argentina,2002-05-30,,Malvinas Gaming Academy,Latin America,Bot,,Bot,0,0,Peyshon,1
Peyz,South Korea,2005-12-05,,Gen.G,Korea,Bot,"Kai'Sa,Aphelios,Kalista,Zeri,Ezreal",Bot,0,0,Peyz,1
Pez,South Korea,2003-09-24,,,Korea,Support,,Support,0,0,Pez,1
PF,Philippines,,,,SEA,Jungle,Jarvan IV,Jungle,1,0,PF,
PFI,United Kingdom,,,,Europe,Jungle,,Jungle,1,0,PFI,
PFI,United Kingdom,,,,Europe,Jungle,,Jungle,1,0,PlayFocusImprove,
PgB,United States,,,,North America,Support,,Support,1,0,PgB,
PgB,United States,,,,North America,Support,,Support,1,0,PGoldenBoy,
PgB,United States,,,,North America,Support,,Support,1,0,PureGoldenBoy,
Pgggggg,China,,,,China,Top,,Top,1,0,Pgggggg,
Ph0bos,Greece,,Europe,,EMEA,Coach,,Head Coach,0,0,Ph0bos,
Ph0bos,Greece,,Europe,,EMEA,Coach,,Head Coach,0,0,Phobos,
Phaell,,,,Venus (Turkish Team),EMEA,Mid,,Mid,0,0,Phaell,
Phanix,Italy,,,,EMEA,Coach,,Coach,0,0,Phanix,
Phantasia,Brazil,,,,Brazil,Top,,Top,1,0,Phantasia,
Phantasia,Brazil,,,,Brazil,Top,,Top,1,0,Wired,
Phantom (Gen Takahashi),Japan,,,,Japan,Support,,Support,1,0,Phantom (Gen Takahashi),
Phantom (Gen Takahashi),Japan,,,,Japan,Support,,Support,1,0,PCG PhantomDeath,
Phantom (Gen Takahashi),Japan,,,,Japan,Support,,Support,1,0,PhantomDeath,
phantom8214,United States,,,Miami University,North America,Bot,,Bot,0,0,Phantom8214,
PhantomGG,United States,1995-09-01,,,North America,Coach,"Ahri,Swain,Akali,Galio",Coach,0,0,PhantomGG,1
PhantomGG,United States,1995-09-01,,,North America,Coach,"Ahri,Swain,Akali,Galio",Coach,0,0,User:Traine h3ka/PhantomGG,1
PhantomJo,Germany,,,,Europe,Jungle,,Jungle,1,0,PhantomJo,
PhantomJo,Germany,,,,Europe,Jungle,,Jungle,1,0,PhantomYaaa,
PhantomJo,Germany,,,,Europe,Jungle,,Jungle,1,0,Phantomyo,
PhantomL0rd,United States,1988-10-07,,,North America,Mid,"Karthus,Syndra,Ziggs,Brand",Mid,1,0,PhantomL0rd,1
PhantomL0rd,United States,1988-10-07,,,North America,Mid,"Karthus,Syndra,Ziggs,Brand",Mid,1,0,Mid PhantomL0rd,1
PhantomL0rd,United States,1988-10-07,,,North America,Mid,"Karthus,Syndra,Ziggs,Brand",Mid,1,0,Phantomlord,1
Phantomles,Sweden,1999-01-19,Europe,eSuba,EMEA,Mid,"LeBlanc,Syndra,Ahri",Mid,0,0,Phantomles,1
PhantomStar,United States,,,Blue Otter,North America,Support,,Support,0,0,PhantomStar,
PhantomStar,United States,,,Blue Otter,North America,Support,,Support,0,0,Joey Steps,
PhantomStar,United States,,,Blue Otter,North America,Support,,Support,0,0,Phantom Star,
PhantomStar,United States,,,Blue Otter,North America,Support,,Support,0,0,Silent (Joseph Armour),
PhantomStar,United States,,,Blue Otter,North America,Support,,Support,0,0,Silent Steps,
PHarmony,United States,2002-01-27,,Florida Southern College,North America,Support,"Bard,Nautilus,Maokai,Braum",Support,0,0,PHarmony,1
Pharrenda,United States,,,University of South Florida,North America,Support,,Support,0,0,Pharrenda,
Phastorm,,,Europe,,EMEA,Mid,,Support,0,0,Phastorm,
Phaxi,Slovenia,1997-02-17,Europe,SPIKE Syndicate,EMEA,Manager,"Maokai,Ekko,Fiora,Gnar",Manager,0,0,Phaxi,1
PHC,Brazil,2003-03-26,,,Brazil,Bot,"Kai'Sa,Lucian,Xayah",Bot,1,0,PHC,1
PhDInTopLane,Canada,2003-07-30,,,North America,Top,"Sett,Camille,Sion",Top,0,0,PhDInTopLane,1
PhDInTopLane,Canada,2003-07-30,,,North America,Top,"Sett,Camille,Sion",Top,0,0,PHD in Top Lane,1
Pheilox,Germany,,,,Europe,Support,"Janna,Sona",Support,1,0,Pheilox,
PheJox,Costa Rica,,,,Latin America,Jungle,,Jungle,1,0,PheJox,
Phenix,Czech Republic,1998-12-18,Europe,,EMEA,Support,"Leona,Bard,Nautilus",Support,0,0,Phenix,1
Phenomenal (Emirkan Budak),Turkey,2002-04-07,Turkey,,EMEA,Mid,,Mid,0,0,Phenomenal (Emirkan Budak),1
Phenomenal (Vasilis Georgiou),Greece,,Europe,,EMEA,Top,,Top,0,0,Phenomenal (Vasilis Georgiou),
Phenomenal (Vasilis Georgiou),Greece,,Europe,,EMEA,Top,,Top,0,0,Phenomenal1,
Phenomenon,South Korea,,,,Korea,Mid,,Mid,1,0,Phenomenon,
Phenomenon,South Korea,,,,Korea,Mid,,Mid,1,0,이상현,
PhenomEX,United States,1998-02-13,,,North America,Top,,Top,0,0,PhenomEX,1
pHeoz,France,,,,Europe,Top,,Top,1,0,PHeoz,
Phila,Finland,,Europe,Akroma,EMEA,Coach,,Assistant Coach,0,0,Phila,
Phila,Finland,,Europe,Akroma,EMEA,Coach,,Assistant Coach,0,0,Pihla,
Philand,Italy,,Europe,EKO Academy,EMEA,Mid,,Mid,0,0,Philand,
Philip (Philip Zeng),Canada,2002-07-28,,Fear x Starforge,North America,Top,Jayce,Top,0,0,Philip (Philip Zeng),1
Philip (Philip Zeng),Canada,2002-07-28,,Fear x Starforge,North America,Top,Jayce,Top,0,0,NotTheRealPhilip,1
Philip (Philip Zeng),Canada,2002-07-28,,Fear x Starforge,North America,Top,Jayce,Top,0,0,TheRealPhilip,1
Philip (Renan Nishiyama),Brazil,,,,Brazil,Manager,,CEO,1,0,Philip (Renan Nishiyama),
Phino,Norway,2000-09-27,Europe,,EMEA,Mid,Annie,Mid,0,0,Phino,1
Phlaty,Russia,1997-06-23,CIS,,EMEA,Mid,"Ryze,LeBlanc,Azir,Jayce,Cassiopeia",Mid,0,0,Phlaty,1
Phoenix (Krishna Mohan),United States,,,,North America,Mid,,Mid,0,0,Phoenix (Krishna Mohan),
Phoenix (Maarten Van Dyck),Belgium,1997-01-17,Europe,,EMEA,Top,,Top,1,0,Phoenix (Maarten Van Dyck),1
Phoenix (Maarten Van Dyck),Belgium,1997-01-17,Europe,,EMEA,Top,,Top,1,0,XipownZu,1
Phoenix (Ngai Ka Chon),Macao,,,,LMS,Support,,Support,1,0,Phoenix (Ngai Ka Chon),
Phoenix (Yehezkiel Parmonangan),Indonesia,,,,SEA,Jungle,,Jungle,1,0,Phoenix (Yehezkiel Parmonangan),
Phoenix (Yehezkiel Parmonangan),Indonesia,,,,SEA,Jungle,,Jungle,1,0,Phoenix (Yehezikiel Parmonangan),
Phoenix (Yehezkiel Parmonangan),Indonesia,,,,SEA,Jungle,,Jungle,1,0,Phoenix (Yehezkiel Patric Parmonangan Siagian),
Phoenix (Yehezkiel Parmonangan),Indonesia,,,,SEA,Jungle,,Jungle,1,0,Phoenix (Yehezkiel Patric),
Pholusx,Denmark,,,,Europe,Top,,Top,1,0,Pholusx,
Phoma,Italy,1997-03-25,Europe,aNc Outplayed,EMEA,Coach,,Coach,0,0,Phoma,1
Phones,Germany,,,,Europe,Top,,Top,1,0,Phones,
Phones,Germany,,,,Europe,Top,,Top,1,0,Riddem,
Phooka,United States,,,,North America,Support,,Support,1,0,Phooka,
Phoonie,Netherlands,1988-04-06,,,Europe,Bot,,Bot,1,0,Phoonie,1
Phoonie,Netherlands,1988-04-06,,,Europe,Bot,,Bot,1,0,Cowking,1
Photic,China,2002-10-11,,Ninjas in Pyjamas.CN,China,Bot,,Bot,0,0,Photic,1
Photon,South Korea,2001-11-30,,Team Vitality,Korea,Top,Akshan,Top,0,0,Photon,1
Photon,South Korea,2001-11-30,,Team Vitality,Korea,Top,Akshan,Top,0,0,Gyuvee,1
Phoxie,Portugal,,Europe,,EMEA,Mid,,Mid,0,0,Phoxie,
Phraser,Turkey,,Turkey,,EMEA,Top,"Irelia,Fiora,Camille,Aatrox",Top,0,0,Phraser,
Phreak,United States,1987-03-16,,Riot Games Inc.,North America,Caster,"Vayne,Orianna,Corki,Teemo",Game Designer,1,0,Phreak,1
Phrenic,Germany,1997-12-13,Europe,SK Gaming Avarosa,EMEA,Manager,"Lee Sin,Kha'Zix,Elise",Project Lead,0,0,Phrenic,1
Phrenic,Germany,1997-12-13,Europe,SK Gaming Avarosa,EMEA,Manager,"Lee Sin,Kha'Zix,Elise",Project Lead,0,0,Phrenic1,1
PHT,Vietnam,2002-12-28,,,Vietnam,Mid,,Mid,1,0,PHT,1
PHT,Vietnam,2002-12-28,,,Vietnam,Mid,,Mid,1,0,OcTieu,1
Phuc1,Vietnam,,,MGN Blue Esports,Vietnam,Jungle,,Jungle,0,0,Phuc1,
PhucNN,Vietnam,,,,North America,Manager,,Manager,0,0,PhucNN,
Phurion,United Kingdom,1998-02-20,,,Europe,Jungle,"Nidalee,Lee Sin,Rek'Sai",Jungle,1,0,Phurion,1
Phurion,United Kingdom,1998-02-20,,,Europe,Jungle,"Nidalee,Lee Sin,Rek'Sai",Jungle,1,0,Dongs,1
PhyMini,United States,2006-04-06,,Zen Esports,North America,Mid,"Orianna,Hwei,Ekko",Mid,0,0,PhyMini,1
Phyraxx,France,,Europe,Exalty,EMEA,Top,"Kayle,Gwen,Kled",Top,0,0,Phyraxx,
phyro,Spain,2006-06-22,Europe,LUA Gaming,EMEA,Jungle,Viego,Jungle,0,0,Phyro,1
PhyssiN,Sweden,,,,Europe,Jungle,"Dr. Mundo,Lee Sin",Jungle,1,0,PhyssiN,
Pia,Romania,,Europe,,EMEA,Mid,,Mid,0,0,Pia,
Pianzhi,China,,,,China,Coach,,Coach,1,1,Pianzhi,
Pianzhi,China,,,,China,Coach,,Coach,1,1,Actor (Chen Jia-Wei),
Pica Boo,Hong Kong,,,,Oceania,Mid,,Mid,1,0,Pica Boo,
Pica Boo,Hong Kong,,,,Oceania,Mid,,Mid,1,0,Laws,
Picachu,China,,,,China,Bot,,Bot,1,0,Picachu,
Picachu,China,,,,China,Bot,,Bot,1,0,GXT,
PicanTOM,Argentina,1998-01-02,,,LAS,Jungle,"Lee Sin,Elise,Rek'Sai,Rengar",Jungle,1,0,PicanTOM,1
PicanTOM,Argentina,1998-01-02,,,LAS,Jungle,"Lee Sin,Elise,Rek'Sai,Rengar",Jungle,1,0,Genos,1
PicaPica,,,,Komodo (North American Team),North America,Support,"Soraka,Karma,Rakan,Renata Glasc,Tahm Kench,Pyke",Support,0,0,PicaPica,
Picasso,Morocco,,,,EMEA,Support,,Support,0,0,Picasso,
Piccaboo,South Korea,1997-03-25,,,Korea,Support,"Thresh,Alistar",Support,1,0,Piccaboo,1
Piccaboo,South Korea,1997-03-25,,,Korea,Support,"Thresh,Alistar",Support,1,0,Picaboo,1
Piccione,Italy,,Europe,,EMEA,Mid,,Mid,0,0,Piccione,
Pick,Finland,1998-09-02,,,Europe,Support,Braum,Support,1,0,Pick,1
Picknn,Brazil,,,,Brazil,Mid,,Mid,0,0,Picknn,
Picoca,Brazil,,,,Brazil,Streamer,"Twisted Fate,Anivia,Nidalee",Streamer,1,0,Picoca,
Pieck,Mexico,,LAN,,Latin America,Bot,,Bot,1,0,Pieck,
Pieck,Mexico,,LAN,,Latin America,Bot,,Bot,1,0,Nymue,
Pieck,Mexico,,LAN,,Latin America,Bot,,Bot,1,0,Venus (Roberto Galán),
Piemaster,United States,,,,North America,Bot,,Bot,1,0,Piemaster,
Pier0,Peru,2000-11-02,,,Latin America,Support,,Support,1,0,Pier0,1
Pier0,Peru,2000-11-02,,,Latin America,Support,,Support,1,0,Chocotejin,1
Occlumats,Italy,1994-08-08,Europe,,EMEA,Top,"Ornn,Renekton,Swain,Aatrox,Urgot",Top,0,0,Occlumats,1
Ocean (Nicolás Pérez),Chile,,,,Latin America,Jungle,,Jungle,0,0,Ocean (Nicolás Pérez),
Ocean (Nicolás Pérez),Chile,,,,Latin America,Jungle,,Jungle,0,0,OcyaN,
Oceann,Portugal,2002-03-09,Europe,Grow uP eSports,EMEA,Bot,"Kai'Sa,Xayah,Ezreal",Bot,0,0,Oceann,1
Oceans11,Indonesia,,Southeast Asia,,SEA,Jungle,,Jungle,1,0,Oceans11,
Oceans11,Indonesia,,Southeast Asia,,SEA,Jungle,,Jungle,1,0,Ocean21,
Oceans11,Indonesia,,Southeast Asia,,SEA,Jungle,,Jungle,1,0,OceansEleven,
ocelote,Spain,1990-06-15,,,Europe,Owner,"Kassadin,Ahri,Orianna","Founder, Co-Owner, &amp; Chief Executive Officer",1,0,Ocelote,1
ocelote,Spain,1990-06-15,,,Europe,Owner,"Kassadin,Ahri,Orianna","Founder, Co-Owner, &amp; Chief Executive Officer",1,0,Oce,1
ocelote,Spain,1990-06-15,,,Europe,Owner,"Kassadin,Ahri,Orianna","Founder, Co-Owner, &amp; Chief Executive Officer",1,0,Ocelotee,1
Ochre99,Canada,,,University of British Columbia,North America,Mid,,Mid,0,0,Ochre99,
Octomalus,Belgium,1999-01-05,Europe,,EMEA,Top,Kled,Top,0,0,Octomalus,1
Octopus,Egypt,2003-09-25,,Twareg Esports,EMEA,Coach,"Aphelios,Jayce,Graves,Kindred",Assistant Coach,0,0,Octopus,1
Oculus,South Korea,2004-04-04,,,Korea,Support,,Support,0,0,Oculus,1
Oda,Spain,2003-09-28,Europe,Ancestors eSports,EMEA,Jungle,,Jungle,0,0,Oda,1
Oda,Spain,2003-09-28,Europe,Ancestors eSports,EMEA,Jungle,,Jungle,0,0,Øda,1
Odd,South Korea,,,,Korea,Bot,,Bot,1,0,Odd,
OddEye,South Korea,2005-01-01,,Nongshim Esports Academy,Korea,Bot,,Bot,0,0,OddEye,1
OddEye,South Korea,2005-01-01,,Nongshim Esports Academy,Korea,Bot,,Bot,0,0,Od eye,1
Oddie,Peru,1997-08-28,Latin America North,Movistar R7,Latin America,Jungle,"Blitzcrank,Rengar,Shaco,Zac,Lee Sin",Jungle,0,0,Oddie,1
Oddie,Peru,1997-08-28,Latin America North,Movistar R7,Latin America,Jungle,"Blitzcrank,Rengar,Shaco,Zac,Lee Sin",Jungle,0,0,TheOddOneBlack,1
OddOrange,United States,1998-04-17,,Maryville University,North America,Jungle,,Jungle,0,0,OddOrange,1
OddOrange,United States,1998-04-17,,Maryville University,North America,Jungle,,Jungle,0,0,Odd Orange,1
