OverviewPage,DateStart,Date,Region,Country,EventType,League,DateStart__precision,Date__precision
LFL Division 2/2023 Season/Spring Playoffs,2023-03-14,2023-04-02,EMEA,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2023 Season/Spring Season,2023-01-10,2023-03-10,EMEA,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2023 Season/Summer Playoffs,2023-07-31,2023-08-13,EMEA,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2023 Season/Summer Season,2023-05-23,2023-07-21,EMEA,France,Online/Offline,La Ligue Française Division 2,1,1
LFL Division 2/2024 Season/Promotion,2023-09-11,2023-09-15,EMEA,France,Online/Offline,La Ligue Française Division 2,1,1
LFL Division 2/2024 Season/Spring Playoffs,2024-03-19,2024-04-09,EMEA,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2024 Season/Spring Season,2024-01-19,2024-03-15,EMEA,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2024 Season/Summer Playoffs,2024-07-08,2024-08-04,EMEA,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2024 Season/Summer Season,2024-05-21,2024-07-05,EMEA,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2025 Season/Promotion,2024-09-11,2024-09-13,EMEA,France,Online/Offline,La Ligue Française Division 2,1,1
LFL/2019 Season/Finals,2019-10-30,2019-10-31,Europe,France,Offline,La Ligue Française,1,1
LFL/2019 Season/Spring Playoffs,2019-03-26,2019-04-03,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2019 Season/Spring Season,2019-01-22,2019-03-20,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2019 Season/Summer Playoffs,2019-07-23,2019-07-31,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2019 Season/Summer Season,2019-05-21,2019-07-16,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2020 Season/EM Qualification,2020-08-13,2020-08-16,Europe,France,Online,La Ligue Française,1,1
LFL/2020 Season/Finals,2020-10-07,2020-10-26,Europe,Monaco,Offline,La Ligue Française,1,1
LFL/2020 Season/Spring Playoffs,2020-03-10,2020-04-09,Europe,France,Offline,La Ligue Française,1,1
LFL/2020 Season/Spring Season,2020-01-21,2020-03-04,Europe,France,Offline/Online,La Ligue Française,1,1
LFL/2020 Season/Summer Playoffs,2020-09-28,2020-10-01,Europe,France,Online,La Ligue Française,1,1
LFL/2020 Season/Summer Season,2020-07-28,2020-09-23,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2021 Season/Finals,2021-08-27,2021-10-04,Europe,Monaco,Offline,La Ligue Française,1,1
LFL/2021 Season/Spring Playoffs,2021-03-17,2021-03-25,Europe,France,Offline,La Ligue Française,1,1
LFL/2021 Season/Spring Season,2021-01-19,2021-03-11,Europe,France,Online,La Ligue Française,1,1
LFL/2021 Season/Summer Playoffs,2021-08-04,2021-08-12,Europe,France,Offline,La Ligue Française,1,1
LFL/2021 Season/Summer Season,2021-06-08,2021-07-28,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2022 Season/Promotion,2021-09-20,2021-09-24,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2022 Season/Spring Playoffs,2022-03-16,2022-03-31,Europe,France,Online,La Ligue Française,1,1
LFL/2022 Season/Spring Season,2022-01-12,2022-03-10,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2022 Season/Summer Playoffs,2022-08-03,2022-08-18,Europe,France,,La Ligue Française,1,1
LFL/2022 Season/Summer Season,2022-06-01,2022-07-28,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2023 Season/Promotion,2022-09-12,2022-09-20,Europe,France,Online/Offline,La Ligue Française,1,1
LFL/2023 Season/Spring Playoffs,2023-03-22,2023-03-31,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2023 Season/Spring Season,2023-01-18,2023-03-16,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2023 Season/Summer Playoffs,2023-08-02,2023-08-11,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2023 Season/Summer Season,2023-05-31,2023-07-27,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2024 Season/Promotion,2023-09-18,2023-09-22,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2024 Season/Spring Playoffs,2024-03-20,2024-04-05,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2024 Season/Spring Season,2024-01-17,2024-03-14,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2024 Season/Summer Playoffs,2024-07-20,2024-08-03,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2024 Season/Summer Season,2024-05-22,2024-07-18,EMEA,France,Online/Offline,La Ligue Française,1,1
LFL/2025 Season/Promotion,2024-09-04,2024-09-06,EMEA,France,Online,La Ligue Française,1,1
LG 21:9 Tournament,2016-10-22,2016-10-23,Europe,Poland,Offline,LG,1,1
LG Major's Esports Portugal League,2016-09-10,2016-09-11,Europe,Portugal,Offline,Esports Portugal League,1,1
LICC 2019/Vietnam Qualifiers,2019-06-09,2019-06-16,Vietnam,Vietnam,Offline/Online,Lol International Collegiate Championship,1,1
Life's Good Tournament 2024,2024-05-13,2024-05-25,Asia,Vietnam,,Life's Good Tournament,1,1
"Life's Good, Let's Play",2024-06-02,2024-06-02,International,France,,Life's Good Tournament,1,1
Liga Akademicka/Season 5,2019-11-04,2019-12-10,Europe,Poland,,Liga Akademicka,1,1
Liga Akademicka/Season 5 Playoffs,2019-12-16,2020-01-18,Europe,Poland,,Liga Akademicka,1,1
Liga Canaria 2020 Split 2,2020-01-13,2020-02-13,Europe,Spain,,Liga Canaria,1,1
Liga Canaria 2020 Split 2/Playoffs,2020-03-22,2020-03-22,Europe,Spain,,Liga Canaria,1,1
Liga Canaria Season 3/DinoSeries Playoffs,2021-07-12,2021-07-18,Europe,Spain,,Liga Canaria,1,1
Liga Canaria Season 3/Split 1,2020-10-17,2021-01-10,Europe,Spain,,Liga Canaria,1,1
Liga Canaria Season 3/Split 1 Playoffs,2021-01-23,2021-01-24,Europe,Spain,,Liga Canaria,1,1
Liga Canaria Season 3/Split 2,2021-02-02,2021-03-23,Europe,Spain,,Liga Canaria,1,1
Liga Canaria Season 3/Split 2 Playoffs,2021-03-27,2021-03-28,Europe,Spain,,Liga Canaria,1,1
Liga Canaria Season 3/Split 3,2021-04-13,2021-05-27,Europe,Spain,,Liga Canaria,1,1
Liga Canaria Season 3/Split 3 Playoffs,2021-06-05,2021-06-06,Europe,Spain,,Liga Canaria,1,1
Liga de Cuarentena 2020 Ibai,,,Europe,Spain,Offline,,,
Liga de Honor Entel/2019 Season/Closing Playoffs,2019-07-29,2019-08-18,Latin America,Chile,Online/Offline,Liga de Honor Entel,1,1
Liga de Honor Entel/2019 Season/Closing Promotion,2019-04-30,2019-05-01,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2019 Season/Closing Season,2019-06-03,2019-07-23,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2019 Season/Opening Playoffs,2019-03-25,2019-04-27,Latin America,Chile,Online/Offline,Liga de Honor Entel,1,1
Liga de Honor Entel/2019 Season/Opening Season,2019-01-21,2019-03-13,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2020 Season/Closing Playoffs,2020-08-03,2020-08-24,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2020 Season/Closing Promotion,2020-03-23,2020-03-24,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2020 Season/Closing Season,2020-06-01,2020-07-29,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2020 Season/Opening Playoffs,2020-03-30,2020-04-20,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2020 Season/Opening Promotion,2019-08-27,2019-09-10,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2020 Season/Opening Season,2020-01-20,2020-03-18,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2020 Season/Super Copa,2020-11-02,2020-11-30,Latin America,Chile,Online,Super Copa Entel,1,1
Liga de Honor Entel/2021 Season/Closing Playoffs,2021-07-06,2021-07-23,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2021 Season/Closing Season,2021-05-20,2021-07-01,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2021 Season/Opening Playoffs,2021-03-25,2021-04-15,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2021 Season/Opening Promotion,2020-08-17,2020-08-18,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2021 Season/Opening Season,2021-01-27,2021-03-18,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2021 Season/Super Copa,2021-11-02,2021-11-30,Latin America,Chile,Online,Super Copa Entel,1,1
Liga de Honor Entel/2021 Season/Super Copa/Play-In,2021-10-26,2021-10-28,Latin America,Chile,Online,Super Copa Entel,1,1
Liga de Honor Entel/2022 Season/Closing Playoffs,2022-06-27,2022-07-18,Latin America,Chile,Online/Offline,Liga de Honor Entel,1,1
Liga de Honor Entel/2022 Season/Closing Season,2022-05-16,2022-06-23,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2022 Season/Opening Playoffs,2022-03-28,2022-04-19,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2022 Season/Opening Promotion,2021-07-15,2021-07-16,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2022 Season/Opening Season,2022-01-24,2022-03-23,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor Entel/2022 Season/Super Copa,2022-11-01,2022-11-28,Latin America,Chile,Online,Super Copa Entel,1,1
Liga de Honor Entel/2023 Season/Opening Promotion,2022-07-11,2022-07-11,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor/2023 Season/Opening Playoffs,2023-02-27,2023-03-30,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Honor/2023 Season/Opening Season,2023-01-23,2023-02-20,Latin America,Chile,Online,Liga de Honor Entel,1,1
Liga de Videojuegos Profesional/Season 2,,2012-03-04,Europe,Spain,,Liga de Videojuegos Profesional,,1
Liga de Videojuegos Profesional/Season 3,,2012-10-28,Europe,Spain,,Liga de Videojuegos Profesional,,1
Liga de Videojuegos Profesional/Season 4,,2013-05-10,Europe,Spain,,Liga de Videojuegos Profesional,,1
Liga de Videojuegos Profesional/Season 5,,2013-10-13,Europe,Spain,,Liga de Videojuegos Profesional,,1
Liga de Videojuegos Profesional/Season 6,2014-01-14,2014-06-29,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 7,2014-08-25,2014-12-07,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 8,2015-02-10,2015-06-28,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 8/Final Cup,2015-06-27,2015-06-28,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 8/Sprint 1,2015-02-10,2015-03-18,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 8/Sprint 2,2015-03-24,2015-04-29,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 8/Sprint 3,2015-05-15,2015-06-16,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 9,2015-09-01,2015-12-06,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 9/Final Cup,2015-12-04,2015-12-06,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 9/Sprint 1,2015-09-01,2015-10-06,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga de Videojuegos Profesional/Season 9/Sprint 2,2015-10-13,2015-11-10,Europe,Spain,Online/Offline,Liga de Videojuegos Profesional,1,1
Liga Esports Amateur/2021 Season/Split 1,2021-02-21,2021-04-04,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2021 Season/Split 1 Playoffs,2021-04-11,2021-04-25,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2021 Season/Split 2,2021-05-19,2021-07-02,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2021 Season/Split 2 Playoffs,2021-07-12,2021-07-25,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2021 Season/Split 3,2021-10-01,2021-11-28,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2021 Season/Split 3 Playoffs,2021-12-05,2021-12-12,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2022 Season/Split 1,2022-02-20,2022-03-27,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2022 Season/Split 1 Playoffs,2022-04-10,2022-04-17,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2022 Season/Split 2,2022-05-08,2022-06-12,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2022 Season/Split 2 Playoffs,2022-06-18,2022-06-28,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2022 Season/Split 3,2022-09-18,2022-10-30,Europe,Spain,,Liga Esports Amateur,1,1
Liga Esports Amateur/2022 Season/Split 3 Playoffs,2022-11-05,2022-11-11,Europe,Spain,,Liga Esports Amateur,1,1
Liga Exodo 2013,2013-12-07,2013-12-08,LAN,Mexico,Offline,Liga Exodo,1,1
Liga League of Legends ARGskill,,,LAS,Argentina,Online,,,
Liga Loading de Esports 2020,2020-12-07,2020-12-20,Brazil,Brazil,Online,Liga Loading de Esports,1,1
Liga Loading de Esports 2020,2020-12-07,2020-12-20,Brazil,Brazil,Online,Liga Loading de Esports,1,1
Liga Master Fibertel/2019 Season/Closing Playoffs,2019-08-01,2019-08-24,Latin America,Argentina,Online/Offline,Liga Master Fibertel,1,1
Liga Master Fibertel/2019 Season/Closing Promotion,2019-04-30,2019-05-02,Latin America,Argentina,Online,Liga Master Fibertel,1,1
Liga Master Fibertel/2019 Season/Closing Season,2019-06-06,2019-07-29,Latin America,Argentina,Online,Liga Master Fibertel,1,1
Liga Master Fibertel/2019 Season/Opening Playoffs,2019-03-21,2019-04-18,Latin America,Argentina,Online/Offline,Liga Master Fibertel,1,1
Liga Master Fibertel/2019 Season/Opening Season,2019-01-24,2019-03-15,Latin America,Argentina,Online,Liga Master Fibertel,1,1
Liga Master Flow/2020 Season/Closing Playoffs,2020-08-06,2020-08-27,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2020 Season/Closing Promotion,2020-04-01,2020-04-08,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2020 Season/Closing Season,2020-06-04,2020-08-01,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2020 Season/Opening Playoffs,2020-03-26,2020-04-18,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2020 Season/Opening Promotion,2019-08-28,2019-08-30,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2020 Season/Opening Season,2020-01-23,2020-03-22,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2020 Season/Super Copa,2020-11-10,2020-12-04,Latin America,Argentina,Online,Super Copa Flow,1,1
Liga Master Flow/2021 Season/Closing Playoffs,2021-07-13,2021-07-29,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2021 Season/Closing Season,2021-05-19,2021-07-08,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2021 Season/Opening Playoffs,2021-03-25,2021-04-16,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2021 Season/Opening Promotion,2020-08-12,2020-08-20,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2021 Season/Opening Season,2021-01-27,2021-03-18,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2021 Season/Super Copa,2021-11-04,2021-12-01,Latin America,Argentina,Online,Super Copa Flow,1,1
Liga Master Flow/2022 Season/Closing Playoffs,2022-07-05,2022-07-29,Latin America,Argentina,Online/Offline,Liga Master Flow,1,1
Liga Master Flow/2022 Season/Closing Season,2022-05-18,2022-07-01,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2022 Season/Opening Playoffs,2022-03-24,2022-04-22,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2022 Season/Opening Season,2022-01-26,2022-03-18,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2022 Season/Super Copa,2022-11-03,2022-12-01,Latin America,Argentina,Online,Super Copa Flow,1,1
Liga Master Flow/2023 Season/Opening Playoffs,2023-03-02,2023-03-31,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2023 Season/Opening Promotion,2022-07-21,2022-07-22,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Master Flow/2023 Season/Opening Season,2023-01-19,2023-02-23,Latin America,Argentina,Online,Liga Master Flow,1,1
Liga Nacional Movistar/2019 Season/Closing Season,2019-06-24,2019-09-01,Latin America,Uruguay,Online/Offline,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Closing Season/Tournament 1,2019-06-24,2019-06-30,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Closing Season/Tournament 2,2019-07-01,2019-07-07,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Closing Season/Tournament 3,2019-07-08,2019-07-14,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Closing Season/Tournament 4,2019-07-15,2019-07-21,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Closing Season/Tournament 5,2019-07-22,2019-07-28,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Opening Season,2019-01-16,2019-03-17,Latin America,Uruguay,Online/Offline,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Opening Season/Tournament 1,2019-01-16,2019-01-20,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Opening Season/Tournament 2,2019-01-21,2019-01-27,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Opening Season/Tournament 3,2019-01-28,2019-02-03,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Opening Season/Tournament 4,2019-02-04,2019-02-10,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nacional Movistar/2019 Season/Opening Season/Tournament 5,2019-02-18,2019-02-24,Latin America,Uruguay,Online,Liga Nacional Movistar,1,1
Liga Nexo/2020 Season/Circuito Tormenta Showmatch,2020-07-07,2020-07-14,Europe,Spain,Online,Liga Nexo,1,1
Liga Nexo/2020 Season/G2 Arctic Showmatch,2020-05-08,2020-05-08,Europe,Spain,Online,Liga Nexo,1,1
Liga Nexo/2020 Season/Split 1,2020-03-18,2020-06-16,Europe,Spain,Online,Liga Nexo,1,1
Liga Nexo/2020 Season/Split 1 Playoffs,2020-07-28,2020-08-04,Europe,Spain,Online,Liga Nexo,1,1
Liga Nexo/2020 Season/Split 2,2020-09-14,2020-11-02,Europe,Spain,Online,Liga Nexo,1,1
Liga Nexo/2020 Season/Split 2 Playoffs,2020-11-09,2020-11-16,Europe,Spain,Online,Liga Nexo,1,1
