OverviewPage,Short,Location,Region,IsDisbanded,RenamedTo
Dash9 Gaming,D9,Colombia,LAN,1,
Dawn Esports,DWN,North America,North America,1,
Dawn Esports Blaze,DWNB,,North America,1,
Dawn Esports Quake,DWNQ,,North America,1,
Dawn Esports Shock,DWNS,,North America,1,
Dawn of Stars,DoS,Greece,Europe,1,
DayDreamers,DD,Italy,Europe,1,
Dead Rabbits Club,DR,Spain,Europe,1,
Deep Cross Gaming,DCG,Taiwan,Asia Pacific,0,
Deep Cross Gaming Academy,DCG.A,Taiwan,Asia Pacific,0,
Defenders,DFD,Taiwan,LMS,1,
DeftCarry,DEFT,Taiwan,LMS,1,
Defusekids,DK,Belgium,Europe,1,LowLandLions
Dejice,Dejice,Greece,Europe,1,
Delirious Hellhounds,DH,,North America,0,
Deliverance Esports,DVE,Costa Rica,Latin America,1,
Deliverance Esports Peru,DVE.P,Costa Rica,Latin America,1,
Delta Five,DT5,,Europe,1,
Delta Fox,DFX,United States,North America,1,
Delta Syndicate,DS,Hungary,EMEA,0,
DELTALAND,DLT,Italy,EMEA,0,
Demise,DMS,United Kingdom,Europe,1,
Demise Academy,DMS.A,United Kingdom,Europe,1,
Demolition Falcons,DF,Greece,Europe,1,
DengKaiLi Game Team,DKL,,China,1,
Denial eSports,DNL,North America,North America,1,
Denial eSports EU,DNL.EU,North America,Europe,1,
Denial eSports.East,DNL.E,North America,North America,1,
Departed,DPD,Poland,Europe,1,
Depor Cali Legends,DCL,Colombia,Latin America,1,
Des Moines DMG,DMG,,North America,1,
Descuydado Aucas Esports,DSC,Ecuador,Latin America,1,DSC3V
Destined For Glory,DFGL,North America,North America,1,
Determined Gaming,DTG,North America,North America,1,
DetonatioN FocusMe,DFM,Japan,Asia Pacific,0,
DetonatioN FocusMe Academy,DFM.A,Japan,PCS,0,
DetonatioN Rising,DNR,Japan,Japan,1,
DeToNator (Japanese Team),DTN,Japan,Japan,1,
DeToNator (Southeast Asian Team),DTN,Japan,SEA,1,SEA Serpents
Devils.one,DV1,Poland,EMEA,0,
Dewish Team,DWT,,PCS,1,
Dewish Tnu Team,TNU,Taiwan,PCS,1,
Dexterity Team,deX,Brazil,Brazil,1,
DG Esports,DG,Vietnam,Vietnam,1,
Diablo Chairs,DCH,Poland,Europe,1,
Diabolus Esports,DBL,United Kingdom,Europe,1,
Diamant Esports,DIA,Slovenia,EMEA,0,
Diamond Doves,DD,Peru,Latin America,1,
Diamond Team,DIA,Philippines,SEA,1,
Different Dimension,DD,Greece,Europe,1,
Different Dimension Blue,DD B,Greece,Europe,1,
Digital Paradox,DGPX,Poland,Europe,1,
Dignitas,DIG,United States,North America,0,
Dignitas Academy,DIG.A,United States,North America,1,Dignitas Challengers
Dignitas Challengers,DIGC,United States,North America,1,
Dignitas Mirage,DIG.M,,North America,0,
Dimegio Club,DMG,Spain,Europe,1,
Dinka Never Homeless Again,DNHA,,North America,1,
Dire Cubs,DC,Australia,Oceania,1,
Dire Wolves,DW,Australia,Asia Pacific,0,
Direct Rising eSports,DR,Germany,EMEA,0,
Dirt Nap Gaming,DNG,United States,North America,1,
Disguised,DSG,United States,North America,0,
Diversion Gaming,DVG,Czech Republic,EMEA,0,
Divine Vendetta,DV,United Arab Emirates,MENA,1,
DIVIZON,DIV,,EMEA,0,
DJ Team,DJT,Taiwan,PCS,0,
DK Crew,DK,,North America,1,
DKB XPERION NXT,DKB,Germany,EMEA,0,
DMG Esports,DMG,Norway,EMEA,0,
DnH Advance,DnH.ADV,Mexico,LAN,1,
Dolphins,DOL,Europe,CIS,1,
Dom Spokojnej Starości,DSS,Poland,Europe,1,EAS Team ESCA Gaming
Domino Computer,DCT,Poland,EMEA,1,
Dominus Esports,DMO,China,China,1,ThunderTalk Gaming
Dominus Esports Young,DMOY,,China,1,ThunderTalk Gaming Young
Domme Jongens,DOM,Netherlands,Europe,1,
DomoSoCute,DSC,Taiwan,LMS,1,
Dont Ban Gragas,DBG,,North America,1,
Dorado Gaming,DOG,United States,North America,0,
Dorado Gaming Black,DOGB,,North America,0,
Dorado Gaming White,DOGW,,North America,0,
Double Crunch Team Italy,DCTI,,Europe,1,
DoubleBuff,DBB,United States,North America,1,
Douyin Tony Top,DTT,,North America,1,
Doxa Gaming,DOXA,Portugal,Europe,1,
DP5 Makios,DP5M,Mexico,Latin America,1,
Dplus Esports Academy,DEA,South Korea,Korea,0,
Dplus KIA,DK,South Korea,Korea,0,
Dplus KIA Academy,DK.A,South Korea,Korea,0,
Dplus KIA Challengers,DK.C,South Korea,Korea,0,
Dragon Army,DA,Russia,CIS,1,
Dragon Army Academy,DA.A,Russia,CIS,1,
Dragon Gate Team,DG,Hong Kong,LMS,1,
Dragon Team,Dragon,Russia,CIS,1,
DragonBorns,DB,Europe,Europe,1,
Dragonfly Gaming,DFG,Japan,Japan,1,
Dragons E.C.,DRG,Spain,Europe,1,
Dragonsteel,DSTL,United States,North America,0,
Dragoon's Goons,GOON,,North America,0,
Dramatik Gaming,DRMTK,,North America,1,
Dramatik Royal,DKR,United States,North America,1,
Dream Catcher,DC,China,China,1,
Dream Catcher Gaming,DCG,Taiwan,LMS,1,
Dream Makers,DM,Spain,EMEA,0,
Dream or Reality,DoR,Taiwan,LMS,1,
Dream Team,DT,North America,North America,1,
Dream VGirls,DVG,China,China,1,
DreamCatcher,DCC,Taiwan,LMS,1,
DREN Esports,DREN,Italy,EMEA,1,
Dropz Esports,DRZ,Italy,Europe,1,
Druidz E-Sport Europe,DRU,Sweden,Europe,1,
Drury University,DU,,North America,0,
DRX,DRX,,Korea,0,
DRX Academy,DRX.A,,Korea,0,
DRX Challengers,DRX.C,,Korea,0,
DS Gaming,DS,China,China,1,
DSC3V,D3V,Colombia,Latin America,0,
DSYRE,DSY,,EMEA,0,
Duck In a Box,DIAB,Indonesia,SEA,1,
DUCKIE GETTERS,DUCK,,North America,0,
Ducks on Fire,DoF,Peru,LAN,1,
Dulcet Essence,eS,Malaysia,SEA,1,
Dusty,DY,Iceland,EMEA,0,
Dutch Community Team,DCT,Netherlands,EMEA,0,
Dylema Gaming,DYL,Chile,Latin America,1,
Dynamo Eclot,DNE,Czech Republic,EMEA,0,
Dynamo Eclot Academy,DNE.A,Czech Republic,Europe,1,
Dynamo Esports,DNM,Czech Republic,Europe,1,
Dynasty,DYN,Netherlands,EMEA,0,
Dynasty Academy,DYN.A,Netherlands,Europe,1,
Dynasty Gaming,DNS,Argentina,LAS,1,
Đạt Gaming,DG,Vietnam,Vietnam,0,
E WIE EINFACH E-SPORTS,EWI,Germany,EMEA,0,
E-Champ Gaming,ECG,Brazil,Brazil,1,
E-corp Gaming,EC,Switzerland,Europe,1,
E-corp Gentle,ECG,France,Europe,1,
E-Meryci,eM,Poland,Europe,1,
E-mFire,EMF,South Korea,Korea,1,
E-nsane Gaming,ENS,Poland,EMEA,0,
E-Sports Dragons Pro,EDP,Taiwan,LMS,1,
E.Hub United,EHU,Vietnam,SEA,1,
E.o.s Gaming,EOS,Thailand,SEA,1,
E9Sports,E9S,Tunisia,MENA,1,
Eanix,ENX,North America,North America,1,
Earth Revolution Gaming,ERG,Italy,EMEA,0,
EAS Team ESCA Gaming,EAS,,Europe,1,
Eat Sleep Game,EAT,South Korea,Korea,1,
EBD LEGENDs,EBD,Hong Kong,LMS,1,
EBRO,EBG,Argentina,Latin America,1,
Echo Fox,FOX,United States,North America,1,
Echo Fox Academy,FOX.A,United States,North America,1,
Eclipse Gaming (Latin American Team),ECG,Chile,Latin America,0,
Eclypsia,EC,France,Europe,1,
Eclypsia.Luna,EC,France,Europe,1,
ECORP,ECP,Spain,EMEA,0,
Edelweiss Europe,EDW.EU,Chile,Europe,1,
EDward Esports,EDE,China,China,1,
EDward Gaming,EDG,China,China,0,
EDward Gaming Youth Team,EDG.Y,,China,0,
EEriness,eE,Czech Republic,Europe,1,
Eesti Rästikud,VIP,Estonia,EMEA,0,
EFIVE Esports,E5,Portugal,Europe,1,
EFS,EFS,South Korea,Korea,1,
EGN Esports,EGN,Portugal,EMEA,0,
EGN Esports Academy,EGN.A,Portugal,Europe,1,
Ego Geniuses,EGO,,North America,1,
EGZ Esports,EGZ,,MENA,1,
EHOME,EHOME,China,China,1,
Eintracht Frankfurt,SGE,Germany,EMEA,0,
Eintracht Spandau,EINS,Germany,EMEA,0,
EKO Academy,EKO,Italy,EMEA,0,
EKoVy,EKV,Czech Republic,Europe,1,
ELaB x EXP,EXP,South Korea,Korea,1,
Elan DEspoir,EDE,Switzerland,Europe,1,
Element Mystic,EM,South Korea,Korea,1,
Elementalist,EL,Poland,EMEA,1,
Elementaries Esport Club,ELMT,France,Europe,1,
Elements,EL,Europe,Europe,1,
Elements Pro Gaming,EPG,Russia,CIS,1,
Elite Masters,eM,Uruguay,LAS,1,
Elite Wolves,EW,Peru,LAN,1,
EloHell,EH,Poland,Europe,1,
ELR Gaming,ELR,Colombia,Latin America,1,
ELROY Gaming,ELG,South Korea,Korea,1,
Elysium Gaming,ELY,Greece,Europe,1,
Ember,MBR,North America,North America,1,
Ember Foxes,EF,,North America,0,
Emissary Esports,EMS,,North America,1,
EMonkeyz,EMZ,Spain,Europe,1,
Emperor Gaming,ERG,Greece,EMEA,1,
Emprox,EMP,Australia,Oceania,1,
Empyreans,EMPY,North America,North America,1,
ENCE,ENCE,Finland,Europe,1,
Enclave,ENC,United Kingdom,Europe,1,
ENEMI3S,NM3,Italy,EMEA,0,
Enemy,NME,North America,North America,1,
Energy Pacemaker,EP,Hong Kong,China,1,
Energy Pacemaker.All,EPA,China,China,1,
Energy Pacemaker.Carries,EPC,China,China,1,
Energy Pacemaker.YCSM,EP.Y,Hong Kong,LMS,1,
Enix Esports,ENIX,,CIS,1,
ENsure,eN,Lithuania,Europe,1,
Entropiq,EIQ,Czech Republic,EMEA,0,
EPIC-DUDES,ED,Germany,EMEA,0,
Epik Gamer,EPIK,United States,North America,1,
Epiphany Bolt,EB,Sweden,Europe,1,
Epsilon Esports,EPS,Belgium,Europe,1,
Erfolg Esports,EFG,Spain,EMEA,0,
ERKO Esports,ERKO,Czech Republic,EMEA,1,
ES Sharks,ESS,South Korea,Korea,1,
ESC Ever,ESC,South Korea,Korea,1,bbq Olivers
ESC Gaming,ESC,Germany,Europe,1,
ESC Gaming (Italian Team),ESC,Italy,Europe,1,
ESC Gaming Europe,ESC EU,Europe,Europe,1,
ESC Gaming Omega,ESC,Italy,Europe,1,
ESC Shane,ESC,South Korea,Korea,1,
ESCORT P9,P9,Latvia,Europe,1,PIGSPORTS
ESCORT P9 Academy,P9.A,,Europe,1,PIRTS
Espectro Esports,EPT,Spain,Europe,1,
Espergærde eSport,ESP,Denmark,EMEA,0,
Esport Academy,EAC,Czech Republic,Europe,1,
Esport Empire,EE,Italy,Europe,1,
ESport Rhein-Neckar,ERN,Germany,Europe,1,
Esport STUBA,STU,,EMEA,0,
Esports Academy,EAC,,Europe,1,
ESports Cologne e.V.,ECO,Germany,EMEA,0,
ESports Connected,ESC,South Korea,Korea,1,Seorabeol Gaming
ESports Nord e.V.,Nord,Germany,EMEA,0,
Esports Performance Center,EPC,,Europe,1,devils.one
Esprit Shōnen,ES,France,EMEA,0,
Estadio Quesito,EQ,Spain,Europe,1,
EStar (Chinese Team),ES,China,China,1,Ultra Prime
EStar Young,ESY,,China,1,Ultra Prime Academy
Estoril Praia eSports,EPE,Portugal,Europe,1,
ESTORM,STM,Mexico,Latin America,1,
Estral Esports,EST,Mexico,Latin America,0,
Estral Esports Aurora,EST.A,Mexico,Latin America,0,
Estrogen Gap,ESTR,,North America,0,
Estúdio XP e-Sports,EXP,Brazil,Brazil,1,
ESuba,ESB,Czech Republic,EMEA,0,
ESUG Ultimate Five Feeder,UFF,Germany,EMEA,0,
Et cetera,ETC,Poland,Europe,1,
Eternal Fire,EF,Turkey,EMEA,1,
Eternals Gaming,ESG,,Latin America,0,
Eternity Gaming,EG,United Kingdom,Europe,1,
Ethernum Esports,ETN,Colombia,Latin America,1,
EUnited,EUN,United States,North America,1,
EURONICS Gaming,ESG,Germany,Europe,1,
Europe Saviors Anonymous,EUS.A,Spain,Europe,1,Europe Saviors Omega
Europe Saviors Club,EUS,Spain,EMEA,1,
Ever8 Winners,EEW,South Korea,Korea,1,Winners
Evil Geniuses Academy,EG.A,United States,North America,1,Evil Geniuses Challengers
Evil Geniuses Challengers,EGC,United States,North America,1,
Evil Geniuses Prodigies,EG.P,United States,North America,1,
Evil Geniuses.EU,EG,North America,Europe,1,Evil Geniuses.NA
Evil Geniuses.NA,EG,United States,North America,1,
Evilvice Esports,EVV,Chile,Latin America,1,
Evolve,EVO,Netherlands,Europe,1,
EVOPLAY,EVO,,Europe,1,
EVOS Esports,EVS,Indonesia,Vietnam,1,
EVOS Valkyrie,EVS.V,Indonesia,Vietnam,0,
EWolves Ignis,WOL.I,Portugal,Brazil,0,
Ex Nihilo,EXN,United Kingdom,Europe,1,
ExceL Academy,xL.A,United Kingdom,Europe,1,Excel UK
Excel Esports,XL,United Kingdom,EMEA,1,
Excess Success,ES,Iceland,Europe,1,
EXeAt eSports Club,eXeAt,Argentina,LAS,1,
Exeed,EXD,Italy,EMEA,1,exeed Poland
Exeed Poland,EXD,Italy,EMEA,1,
Exgs,Exgs,Singapore,SEA,1,
Exile (Filipino Team),Exile,Philippines,SEA,1,
EXILE esports,EXE,Czech Republic,EMEA,0,
Exilium Gaming,ExG,Colombia,Latin America,1,
Exilium Hunters,TEX,Colombia,Latin America,1,
EXtatus,EXT,Czech Republic,Europe,1,
EXtreme Divide e-Sport Team,eMD,Taiwan,LMS,1,
EXtreme Divide ExeCuTioNeR,eMD.E,Hong Kong,LMS,1,
EXtreme Gamers,XG,Taiwan,LMS,1,
Extreme Team,ET,Greece,Europe,1,
EYES ON U,EOU,Germany,Europe,1,
EYES ON U Europe,EOU.EU,Germany,Europe,1,
Eyeshield Gaming,EYE,Portugal,Europe,1,
F-Soul Esports,FS,Hong Kong,LMS,1,
F3VP,F3VP,,North America,1,
Fact Revolution,Fact,Norway,Europe,1,
Falafel Gaming,FLFG,,North America,1,
Falcon E-Sports,FLN,Latvia,Europe,1,
Falcons (Spanish Team),FAL,Spain,EMEA,1,
Falke Esports,FLK,Spain,EMEA,0,
FALKN,FLK,Sweden,EMEA,0,
Falkol,FKL,Brazil,Brazil,1,Vorax
Falkol Academy,FKL.A,,Brazil,1,
Falkol Storm,STM,Brazil,Brazil,1,
Fallen Gods,FG,Greece,Europe,1,
False Facade Gaming,FF,,North America,1,
Fanshawe College,FC,,North America,1,
Fantasy Gaming,FSY,Peru,Latin America,1,
Far East Eagle,FEU,Taiwan,PCS,0,
Fatal Ambition,FTA,United States,Latin America,1,
Fatcat's Fatties,MEOW,,North America,1,
FC Nantes Esports,FCN,France,EMEA,1,
FC Schalke 04 Esports,S04,Germany,EMEA,0,
FC Schalke 04 Evolution,S04E,Germany,Europe,1,
Fear x Starforge,FXS,United States,North America,0,
Feel our Skill Female,FoS.F,Poland,Europe,1,
Feint Gaming,FNT,Argentina,Latin America,1,
FEN1X eSports,F1X,Spain,Europe,1,
Fenerbahçe Academy,FB.A,Turkey,Turkey,1,
Fenerbahçe Esports,FB,Turkey,Turkey,1,
FENNEL,FL,Japan,PCS,1,
FENNEL Academy,FL.A,Japan,PCS,1,
Fenris eSports Academy Blue,FES,Germany,Europe,1,
Fervent Esports,FV,Philippines,SEA,0,
FH eSports,FH,Iceland,Europe,1,
Fiction eSports,FCN,United States,North America,1,
Fidelis,FD,,North America,1,
Final Five,F5,United States,North America,1,Vortex (North American Team)
Final Form,FFE,,North America,0,
Fire Dragoon Esports,FDG,Malaysia,SEA,1,
Fireball,FBL,Hong Kong,LMS,1,
First Blood Crusade,FBC,,North America,1,
Fish Dive Team,FD,Hong Kong,LMS,1,
Fisher College,FC,,North America,0,
Fission Esports,FIS,United States,North America,1,
Five Kings,5K,,Europe,1,
Flama Esports,FL,Spain,Europe,1,
FlameHard,FLH,Portugal,EMEA,0,
Flamengo Academy,FLA.A,Brazil,Brazil,0,
Flamengo Esports,FLA,Brazil,Brazil,1,
Flash Husky,FH,Taiwan,LMS,1,
Flash Wolves,FW,Taiwan,LMS,1,
Flash Wolves Junior,FWJ,Taiwan,LMS,1,Flash Husky
Flashdive,FD,Thailand,SEA,1,MiTH Flashdive
Flayn eSports,FYN,Austria,Europe,1,
Flayn eSports CZSK Edition,FYN.CZ,Austria,Europe,1,
Flayn eSports Swiss Edition,FYN.CH,Austria,Europe,1,
Florida Southern College,FSC,,North America,0,
Florida State University,FSU,,North America,0,
Fløng Esports Elite,FLG.E,Denmark,Europe,1,
Fluffy Tail,FT,Poland,Europe,1,
Fluxo,FX,Brazil,Brazil,0,
Fluxo Academy,FX.A,Brazil,Brazil,0,
FLY FAM,FLYF,United States,North America,1,
Fly Family,FF,,North America,0,
FLY5,FLY5,Czech Republic,EMEA,0,
FLY5 Academy,FLY5A,Czech Republic,EMEA,0,
FlyQuest,FLY,United States,North America,0,
FlyQuest Academy,FLY.A,United States,North America,1,FlyQuest Challengers
FlyQuest NZXT,FLYC,United States,North America,0,
FM eSports,FM,United Kingdom,Europe,1,
Fnatic,FNC,United Kingdom,EMEA,0,
Fnatic Academy,FNC.A,United Kingdom,Europe,1,Fnatic Rising
Fnatic Rising,FNC.R,United Kingdom,Europe,1,Fnatic TQ
Fnatic TQ,FNTQ,Spain,EMEA,1,
Fog Esports,F0G,Saudi Arabia,EMEA,0,
For The Win,FOR,Taiwan,LMS,1,
For The Win Esports,FTW,Portugal,EMEA,1,
Force Of Nature (Latin American Team),FON,Argentina,LAS,1,
Forger Esports,FGE,Hong Kong,LMS,1,
Formulation Gaming,FMG,Norway,EMEA,0,
Forsaken (Polish Team),FSK,Poland,EMEA,0,
Fortius,Fortius,Indonesia,SEA,1,
Fortress Esports,FTS,Denmark,Europe,1,Masonic
Fortune Makers,FM,Spain,EMEA,0,
Fourth Wall,4W,United Kingdom,EMEA,0,
Fox B,Fox B,South Korea,Korea,1,
Fox Gaming,F0X,Morocco,EMEA,0,
FoxFire (Turkish Team),FOX,Turkey,EMEA,0,
FPT Hanoi,FPTHN,Vietnam,Vietnam,0,
FPT Ho Chi Minh,FPTHCM,Vietnam,Vietnam,0,
Frag eXecutors,Fx,Poland,Europe,1,
Fram Reykjavík Esports,FRAM,Iceland,Europe,1,Tindastóll
Frank Esports,FAK,Hong Kong,Asia Pacific,0,
Frank Esports Academy,FAKA,Hong Kong,Asia Pacific,0,
Frank Fang Gaming,FFG,North America,North America,1,
Fraternitas,FTS,Czech Republic,Europe,1,
Freedom Dive,FDV,Argentina,LAS,1,
FreePi,FIP,Poland,Europe,1,
Freshsterious,FRS,,Europe,1,
Friends Forever Gaming,FFQ,Vietnam,Vietnam,1,Lowkey Esports.Vietnam
Froggy Five,FROG,,North America,1,
FROM ZERO TO HERO,Z2H,Spain,Europe,1,
Frost Aura,FA,United States,North America,1,
FrostFire (North American Team),FF,,North America,0,
FroztFire Team,FzF,Chile,Latin America,1,
Fruition Esports,FRE,,North America,1,
FS Gaming,FSG,Chile,Latin America,1,
FTV Esports,FTV,Vietnam,Vietnam,1,
Fuego,FUE,Curaçao,Latin America,0,
Fugitive Gaming,FUG,,North America,1,
Fukuoka SoftBank HAWKS gaming,SHG,Japan,Asia Pacific,0,
Fukuoka SoftBank HAWKS gaming Academy,SHG.A,Japan,Asia Pacific,0,
Full Louis,FL,Vietnam,SEA,1,
Full Spectrum,FS,United States,North America,1,
Fullclear Esports,FC,,EMEA,1,
FunPlus Phoenix,FPX,China,China,0,
FunPlus Phoenix Blaze,FPB,,China,0,
FURIA,FUR,,Brazil,0,
FURIA Academy,FUR.A,Brazil,Brazil,0,
Furious Five,F5,Turkey,EMEA,0,
Furious Gaming,FG,Argentina,Latin America,0,
Furious Gaming Academy,FG.A,Argentina,Latin America,1,
Furious Gaming Argentina,FG.AR,Argentina,Latin America,1,
Furious Gaming Chile,FG.CL,Chile,Latin America,1,
Furious Gaming Red,FGR,Argentina,LAS,1,
FURY Global,FRY,Australia,Asia Pacific,0,
FUT Esports,FUT,Turkey,EMEA,0,
Future Perfect,FP,Russia,CIS,1,
Future Perfect Azure,FPA,Russia,CIS,1,
00 Nation,00N,Norway,Europe,1,
00 Prospects,00P,Norway,Europe,1,
1 Trick Ponies,1TP,,North America,1,
1. Berliner Esport-Club e.V.,BESC,,Europe,1,
100 Thieves,100,United States,North America,0,
100 Thieves Academy,100.A,United States,North America,1,100 Thieves Challengers
100 Thieves Challengers,100C,United States,North America,1,
100 Thieves Next,100X,United States,North America,1,
13Noobz Gaming,13N,,North America,1,
17 Academy,17A,Taiwan,LMS,1,MachiX
19esports,19,Mexico,Latin America,1,
2144 Danmu Gaming,2144D,China,China,1,DAN Gaming
2144 Gaming,2144,China,China,1,
24 7 Tower Dive,TD,Netherlands,EMEA,0,
269 Gaming,269,Vietnam,SEA,1,
2Kill Gaming,2K,Brazil,Brazil,1,
300 (North American Team),300,,North America,1,
34united e-Sports Club,34U,Spain,Europe,1,
3BL Esports,3BL,Egypt,EMEA,0,
3D Revolution,3DR,,Europe,1,
3DMAX,3DMAX,France,Europe,1,
3sUP Enterprises,3sUP,United States,Europe,1,
404 Multigaming e.V.,404,Germany,EMEA,0,
42 Gaming,42,,EMEA,0,
4Elements Esports,4E,Netherlands,Europe,1,
4Elements Scuttle Squad,SSQ,,Europe,1,
4everzenzyg,4ZE,Denmark,Europe,1,
4Kings,4K,United Kingdom,Europe,1,
4moD,4moD,Malaysia,SEA,1,
5 Hydra Esport,5H,Italy,Europe,1,Campus Party Sparks
5 Ronin,5R,Turkey,EMEA,1,
5 Ronin Academy,5R.A,Turkey,Turkey,1,
5 Seasons,5S,,North America,0,
5Fox E-Sports Club,5Fox,Brazil,Brazil,1,Falkol
6Sense,6SN,Mexico,Latin America,1,
7more7 Black,77.B,Poland,Europe,1,
7more7 Pompa Team,PT7,Poland,Europe,1,PDW
7more7 Pompa Team Academy,7PT.A,Poland,Europe,1,
7more7 White,77.W,Poland,Europe,1,
7th heaven,7h,Japan,Japan,1,
7th heaven X,7hX,Japan,Japan,1,
9z Team,9Z,Argentina,Latin America,1,
A One Man Army,AOMA,Netherlands,EMEA,0,
AaB Esport,AaB,Denmark,EMEA,0,
Abandoned Kittens,ABK,,North America,0,
Able Esports,ABLE,Canada,North America,1,
Absolute (Oceanic Team),ABS,Australia,Oceania,1,Infernum Gaming
Absolute Legends,AL,,Europe,1,HEET
Absolute Legends CZSK,AL,Belgium,Europe,1,
Absolute Legends NA,AL,United States,North America,1,
Absolute Legends Netherlands,AL,Belgium,Europe,1,
Absolute Legends SG,AL,Singapore,SEA,1,
Absolved,ABV,United Kingdom,Europe,1,
Absolved Female,ABV.F,United Kingdom,Europe,1,
Abyss Academy,ABY,Australia,Oceania,1,
Abyss Esports,ABY,Australia,Oceania,1,Bombers
Abyssal Esport Club,ABY,Spain,Europe,1,
Acclaim EmpireX,AEX,Philippines,SEA,1,
ACE 1,A1,Chile,Latin America,1,
Acer Green Team,AGT,Thailand,SEA,1,
AceS GaminG,ACS,,Latin America,1,
Aces High Esports Club,AH,Turkey,Turkey,1,
AceZone e-Sports,aZ,Brazil,Brazil,1,
AcFun e-Sports Club,ACF,China,China,1,2144 Gaming
ACTINA PACT,PCT,,Europe,1,
Action Team eSports,ATE,Brazil,Brazil,1,
Actions Per Minute,APM,Greece,EMEA,0,
Activit-E,aVe,,EMEA,1,
AD Gaming,ADG,China,China,1,EDward Esports
Ad hoc gaming,AHG,Germany,Europe,1,
Ad hoc gaming Gentlemen's Club,AHG.GC,Germany,Europe,1,
Adive,Adive,,Europe,1,
Adriatic Wolves,AW,Italy,Europe,1,
Adverse,ADV,France,EMEA,1,
Aegis (French Team),AEG,France,EMEA,0,
Aequilibritas E-Sports,AeQ,,Europe,1,RULE
Aethernum eSports,AET,Colombia,Latin America,1,
Aethra Esports,ATR,Netherlands,Europe,1,
Aethra Esports Academy,ATR.A,Netherlands,Europe,1,
Aethra Esports Belgium,ATR.B,Netherlands,Europe,1,Aethra Esports
Aethra Esports Strijders,ATR.S,Netherlands,EMEA,0,
AffNity,AFN,United States,North America,1,
Afro Beast,AFB,Taiwan,LMS,1,BUFF
Afterglow Esports,AGW,,EMEA,0,
Aftershock Esports,ASE,Turkey,Turkey,1,
Against All authority,aAa,France,Europe,1,
AGD E-Sports,AGD,,Latin America,1,
AGO esports,AGO,Poland,EMEA,1,
AGO ROGUE,RGO,Poland,Europe,1,
Agresiv,AGV,Argentina,LAS,1,
Aguilas Doradas,AD,Ecuador,Latin America,1,
Ahq e-Sports Club Korea,ahq.KR,South Korea,Korea,1,
Ahq eSports Club,ahq,Taiwan,PCS,1,
Ahq Fighter,AF,Taiwan,LMS,1,
Ahq Girls,ahq G,Taiwan,LMS,1,
Ahq Snipers,ahq S,Taiwan,LMS,1,
Akademia,AKD,Poland,Europe,1,
Akademia Hatiego 2,AH2,Poland,EMEA,1,
AKIHABARA ENCOUNT,AE,Japan,Japan,1,
Akroma,AKR,France,EMEA,0,
Akuma Esports,AKM,Canada,North America,1,
Akuma Scythes,AKS,,North America,1,
Albus NoX Luna,ANX,Russia,CIS,1,
Alice Queen,AQ,Taiwan,LMS,1,
AlienTech eSports,ALI,Portugal,Europe,1,
Alienware Arena,AWA,South Korea,Korea,1,
AliorBank Team,AB,Poland,EMEA,1,
All Combo,AC,China,China,1,
All for One Gaming,A41G,Germany,EMEA,0,
All Gamers,AG,China,China,1,
All Knights,AK,Chile,Latin America,1,
Alliance,ALL,Sweden,Europe,1,Elements
Alpaka Esports,ALP,Austria,Europe,1,
Alpha Esports,ALF,,PCS,1,Hurricane Gaming
Alpha Sydney,AS,Australia,Oceania,1,
Alpha Team,APT,Hong Kong,LMS,1,TWOTWOEIGHT
Also Known As,AKA,North America,North America,1,
Altay Espor,ALT,,EMEA,0,
ALTERNATE aTTaX,ATN,Germany,Europe,1,
Alternative Gaming,ALG,Taiwan,PCS,0,
ALTOKEKW Españita,OLE,,Europe,1,
Always With Honor,AWH,Turkey,Turkey,1,
Always With Honor (Turkish Team),AWH,Turkey,EMEA,1,
AM All-Stars,STAR,,North America,1,
Anáhuac Esports,ANH,Mexico,Latin America,1,
ANc Outplayed,OP,Italy,EMEA,0,
Ancestors eSports,ACR,Spain,EMEA,0,
Andes Esports,AE,Chile,LAS,1,
ANEW Academy,ANW.A,United States,North America,1,
ANEW Blaze,ANW.B,,North America,1,
ANEW Dawn,ANW.D,United States,North America,1,
ANEW Esports,ANW,,North America,1,
ANEW Genesis,ANW.G,,North America,0,
ANEW Hope,ANW.H,,North America,1,
ANEW Rising,ANW.R,,North America,1,
Anexis eSports,AXS,Germany,Europe,1,
Angry Bats,BATS,Italy,EMEA,1,
Angry Bats Academy,BATS.A,Italy,EMEA,1,
Anima,ANM,Norway,EMEA,0,
Animate eSports,aN,United Kingdom,Europe,1,
Ankora Gaming,ANK,Bosnia and Herzegovina,EMEA,0,
ANON (North American Team),ANON,,North America,1,
Anorthosis Famagusta Esports,ANO,Cyprus,EMEA,0,
Anorthosis Famagusta Esports Academy,ANO.A,Cyprus,Europe,1,
Anorthosis Famagusta Esports Revolution,ANO.R,Cyprus,Europe,1,
Another Troll Team,ANT,,Latin America,1,
ANT Gaming,ANT,Turkey,Turkey,1,
Antares Esports,ANT,Peru,Latin America,1,
Antic Esports,ANC,New Zealand,Asia Pacific,0,
Anubis Gaming,ANB,Egypt,EMEA,0,
Anyone's Legend,AL,China,China,0,
Anyone's Legend.Young,AL.Y,China,China,0,
Anzu Esports Club,ANZ,Peru,Latin America,1,
AOC Gaming,AOC,Hong Kong,LMS,1,
AOE Esports,AOE,,North America,0,
