OverviewPage,Short,Location,Region,IsDisbanded,RenamedTo
Dash9 Gaming,D9,Colombia,LAN,True,
Dawn Esports,DWN,North America,North America,True,
Dawn Esports Blaze,DWNB,,North America,True,
Dawn Esports Quake,DWNQ,,North America,True,
Dawn Esports Shock,DWNS,,North America,True,
Dawn of Stars,DoS,Greece,Europe,True,
DayDreamers,DD,Italy,Europe,True,
Dead Rabbits Club,DR,Spain,Europe,True,
Deep Cross Gaming,DCG,Taiwan,Asia Pacific,False,
Deep Cross Gaming Academy,DCG.A,Taiwan,Asia Pacific,False,
Defenders,DFD,Taiwan,LMS,True,
DeftCarry,DEFT,Taiwan,LMS,True,
Defusekids,DK,Belgium,Europe,True,LowLandLions
Dejice,Dejice,Greece,Europe,True,
Delirious Hellhounds,DH,,North America,False,
Deliverance Esports,DVE,Costa Rica,Latin America,True,
Deliverance Esports Peru,DVE.P,Costa Rica,Latin America,True,
Delta Five,DT5,,Europe,True,
Delta Fox,DFX,United States,North America,True,
Delta Syndicate,DS,Hungary,EMEA,False,
DELTALAND,DLT,Italy,EMEA,False,
Demise,DMS,United Kingdom,Europe,True,
Demise Academy,DMS.A,United Kingdom,Europe,True,
Demolition Falcons,DF,Greece,Europe,True,
DengKaiLi Game Team,DKL,,China,True,
Denial eSports,DNL,North America,North America,True,
Denial eSports EU,DNL.EU,North America,Europe,True,
Denial eSports.East,DNL.E,North America,North America,True,
Departed,DPD,Poland,Europe,True,
Depor Cali Legends,DCL,Colombia,Latin America,True,
Des Moines DMG,DMG,,North America,True,
Descuydado Aucas Esports,DSC,Ecuador,Latin America,True,DSC3V
Destined For Glory,DFGL,North America,North America,True,
Determined Gaming,DTG,North America,North America,True,
DetonatioN FocusMe,DFM,Japan,Asia Pacific,False,
DetonatioN FocusMe Academy,DFM.A,Japan,PCS,False,
DetonatioN Rising,DNR,Japan,Japan,True,
DeToNator (Japanese Team),DTN,Japan,Japan,True,
DeToNator (Southeast Asian Team),DTN,Japan,SEA,True,SEA Serpents
Devils.one,DV1,Poland,EMEA,False,
Dewish Team,DWT,,PCS,True,
Dewish Tnu Team,TNU,Taiwan,PCS,True,
Dexterity Team,deX,Brazil,Brazil,True,
DG Esports,DG,Vietnam,Vietnam,True,
Diablo Chairs,DCH,Poland,Europe,True,
Diabolus Esports,DBL,United Kingdom,Europe,True,
Diamant Esports,DIA,Slovenia,EMEA,False,
Diamond Doves,DD,Peru,Latin America,True,
Diamond Team,DIA,Philippines,SEA,True,
Different Dimension,DD,Greece,Europe,True,
Different Dimension Blue,DD B,Greece,Europe,True,
Digital Paradox,DGPX,Poland,Europe,True,
Dignitas,DIG,United States,North America,False,
Dignitas Academy,DIG.A,United States,North America,True,Dignitas Challengers
Dignitas Challengers,DIGC,United States,North America,True,
Dignitas Mirage,DIG.M,,North America,False,
Dimegio Club,DMG,Spain,Europe,True,
Dinka Never Homeless Again,DNHA,,North America,True,
Dire Cubs,DC,Australia,Oceania,True,
Dire Wolves,DW,Australia,Asia Pacific,False,
Direct Rising eSports,DR,Germany,EMEA,False,
Dirt Nap Gaming,DNG,United States,North America,True,
Disguised,DSG,United States,North America,False,
Diversion Gaming,DVG,Czech Republic,EMEA,False,
Divine Vendetta,DV,United Arab Emirates,MENA,True,
DIVIZON,DIV,,EMEA,False,
DJ Team,DJT,Taiwan,PCS,False,
DK Crew,DK,,North America,True,
DKB XPERION NXT,DKB,Germany,EMEA,False,
DMG Esports,DMG,Norway,EMEA,False,
DnH Advance,DnH.ADV,Mexico,LAN,True,
Dolphins,DOL,Europe,CIS,True,
Dom Spokojnej Starości,DSS,Poland,Europe,True,EAS Team ESCA Gaming
Domino Computer,DCT,Poland,EMEA,True,
Dominus Esports,DMO,China,China,True,ThunderTalk Gaming
Dominus Esports Young,DMOY,,China,True,ThunderTalk Gaming Young
Domme Jongens,DOM,Netherlands,Europe,True,
DomoSoCute,DSC,Taiwan,LMS,True,
Dont Ban Gragas,DBG,,North America,True,
Dorado Gaming,DOG,United States,North America,False,
Dorado Gaming Black,DOGB,,North America,False,
Dorado Gaming White,DOGW,,North America,False,
Double Crunch Team Italy,DCTI,,Europe,True,
DoubleBuff,DBB,United States,North America,True,
Douyin Tony Top,DTT,,North America,True,
Doxa Gaming,DOXA,Portugal,Europe,True,
DP5 Makios,DP5M,Mexico,Latin America,True,
Dplus Esports Academy,DEA,South Korea,Korea,False,
Dplus KIA,DK,South Korea,Korea,False,
Dplus KIA Academy,DK.A,South Korea,Korea,False,
Dplus KIA Challengers,DK.C,South Korea,Korea,False,
Dragon Army,DA,Russia,CIS,True,
Dragon Army Academy,DA.A,Russia,CIS,True,
Dragon Gate Team,DG,Hong Kong,LMS,True,
Dragon Team,Dragon,Russia,CIS,True,
DragonBorns,DB,Europe,Europe,True,
Dragonfly Gaming,DFG,Japan,Japan,True,
Dragons E.C.,DRG,Spain,Europe,True,
Dragonsteel,DSTL,United States,North America,False,
Dragoon's Goons,GOON,,North America,False,
Dramatik Gaming,DRMTK,,North America,True,
Dramatik Royal,DKR,United States,North America,True,
Dream Catcher,DC,China,China,True,
Dream Catcher Gaming,DCG,Taiwan,LMS,True,
Dream Makers,DM,Spain,EMEA,False,
Dream or Reality,DoR,Taiwan,LMS,True,
Dream Team,DT,North America,North America,True,
Dream VGirls,DVG,China,China,True,
DreamCatcher,DCC,Taiwan,LMS,True,
DREN Esports,DREN,Italy,EMEA,True,
Dropz Esports,DRZ,Italy,Europe,True,
Druidz E-Sport Europe,DRU,Sweden,Europe,True,
Drury University,DU,,North America,False,
DRX,DRX,,Korea,False,
DRX Academy,DRX.A,,Korea,False,
DRX Challengers,DRX.C,,Korea,False,
DS Gaming,DS,China,China,True,
DSC3V,D3V,Colombia,Latin America,False,
DSYRE,DSY,,EMEA,False,
Duck In a Box,DIAB,Indonesia,SEA,True,
DUCKIE GETTERS,DUCK,,North America,False,
Ducks on Fire,DoF,Peru,LAN,True,
Dulcet Essence,eS,Malaysia,SEA,True,
Dusty,DY,Iceland,EMEA,False,
Dutch Community Team,DCT,Netherlands,EMEA,False,
Dylema Gaming,DYL,Chile,Latin America,True,
Dynamo Eclot,DNE,Czech Republic,EMEA,False,
Dynamo Eclot Academy,DNE.A,Czech Republic,Europe,True,
Dynamo Esports,DNM,Czech Republic,Europe,True,
Dynasty,DYN,Netherlands,EMEA,False,
Dynasty Academy,DYN.A,Netherlands,Europe,True,
Dynasty Gaming,DNS,Argentina,LAS,True,
Đạt Gaming,DG,Vietnam,Vietnam,False,
E WIE EINFACH E-SPORTS,EWI,Germany,EMEA,False,
E-Champ Gaming,ECG,Brazil,Brazil,True,
E-corp Gaming,EC,Switzerland,Europe,True,
E-corp Gentle,ECG,France,Europe,True,
E-Meryci,eM,Poland,Europe,True,
E-mFire,EMF,South Korea,Korea,True,
E-nsane Gaming,ENS,Poland,EMEA,False,
E-Sports Dragons Pro,EDP,Taiwan,LMS,True,
E.Hub United,EHU,Vietnam,SEA,True,
E.o.s Gaming,EOS,Thailand,SEA,True,
E9Sports,E9S,Tunisia,MENA,True,
Eanix,ENX,North America,North America,True,
Earth Revolution Gaming,ERG,Italy,EMEA,False,
EAS Team ESCA Gaming,EAS,,Europe,True,
Eat Sleep Game,EAT,South Korea,Korea,True,
EBD LEGENDs,EBD,Hong Kong,LMS,True,
EBRO,EBG,Argentina,Latin America,True,
Echo Fox,FOX,United States,North America,True,
Echo Fox Academy,FOX.A,United States,North America,True,
Eclipse Gaming (Latin American Team),ECG,Chile,Latin America,False,
Eclypsia,EC,France,Europe,True,
Eclypsia.Luna,EC,France,Europe,True,
ECORP,ECP,Spain,EMEA,False,
Edelweiss Europe,EDW.EU,Chile,Europe,True,
EDward Esports,EDE,China,China,True,
EDward Gaming,EDG,China,China,False,
EDward Gaming Youth Team,EDG.Y,,China,False,
EEriness,eE,Czech Republic,Europe,True,
Eesti Rästikud,VIP,Estonia,EMEA,False,
EFIVE Esports,E5,Portugal,Europe,True,
EFS,EFS,South Korea,Korea,True,
EGN Esports,EGN,Portugal,EMEA,False,
EGN Esports Academy,EGN.A,Portugal,Europe,True,
Ego Geniuses,EGO,,North America,True,
EGZ Esports,EGZ,,MENA,True,
EHOME,EHOME,China,China,True,
Eintracht Frankfurt,SGE,Germany,EMEA,False,
Eintracht Spandau,EINS,Germany,EMEA,False,
EKO Academy,EKO,Italy,EMEA,False,
EKoVy,EKV,Czech Republic,Europe,True,
ELaB x EXP,EXP,South Korea,Korea,True,
Elan DEspoir,EDE,Switzerland,Europe,True,
Element Mystic,EM,South Korea,Korea,True,
Elementalist,EL,Poland,EMEA,True,
Elementaries Esport Club,ELMT,France,Europe,True,
Elements,EL,Europe,Europe,True,
Elements Pro Gaming,EPG,Russia,CIS,True,
Elite Masters,eM,Uruguay,LAS,True,
Elite Wolves,EW,Peru,LAN,True,
EloHell,EH,Poland,Europe,True,
ELR Gaming,ELR,Colombia,Latin America,True,
ELROY Gaming,ELG,South Korea,Korea,True,
Elysium Gaming,ELY,Greece,Europe,True,
Ember,MBR,North America,North America,True,
Ember Foxes,EF,,North America,False,
Emissary Esports,EMS,,North America,True,
EMonkeyz,EMZ,Spain,Europe,True,
Emperor Gaming,ERG,Greece,EMEA,True,
Emprox,EMP,Australia,Oceania,True,
Empyreans,EMPY,North America,North America,True,
ENCE,ENCE,Finland,Europe,True,
Enclave,ENC,United Kingdom,Europe,True,
ENEMI3S,NM3,Italy,EMEA,False,
Enemy,NME,North America,North America,True,
Energy Pacemaker,EP,Hong Kong,China,True,
Energy Pacemaker.All,EPA,China,China,True,
Energy Pacemaker.Carries,EPC,China,China,True,
Energy Pacemaker.YCSM,EP.Y,Hong Kong,LMS,True,
Enix Esports,ENIX,,CIS,True,
ENsure,eN,Lithuania,Europe,True,
Entropiq,EIQ,Czech Republic,EMEA,False,
EPIC-DUDES,ED,Germany,EMEA,False,
Epik Gamer,EPIK,United States,North America,True,
Epiphany Bolt,EB,Sweden,Europe,True,
Epsilon Esports,EPS,Belgium,Europe,True,
Erfolg Esports,EFG,Spain,EMEA,False,
ERKO Esports,ERKO,Czech Republic,EMEA,True,
ES Sharks,ESS,South Korea,Korea,True,
ESC Ever,ESC,South Korea,Korea,True,bbq Olivers
ESC Gaming,ESC,Germany,Europe,True,
ESC Gaming (Italian Team),ESC,Italy,Europe,True,
ESC Gaming Europe,ESC EU,Europe,Europe,True,
ESC Gaming Omega,ESC,Italy,Europe,True,
ESC Shane,ESC,South Korea,Korea,True,
ESCORT P9,P9,Latvia,Europe,True,PIGSPORTS
ESCORT P9 Academy,P9.A,,Europe,True,PIRTS
Espectro Esports,EPT,Spain,Europe,True,
Espergærde eSport,ESP,Denmark,EMEA,False,
Esport Academy,EAC,Czech Republic,Europe,True,
Esport Empire,EE,Italy,Europe,True,
ESport Rhein-Neckar,ERN,Germany,Europe,True,
Esport STUBA,STU,,EMEA,False,
Esports Academy,EAC,,Europe,True,
ESports Cologne e.V.,ECO,Germany,EMEA,False,
ESports Connected,ESC,South Korea,Korea,True,Seorabeol Gaming
ESports Nord e.V.,Nord,Germany,EMEA,False,
Esports Performance Center,EPC,,Europe,True,devils.one
Esprit Shōnen,ES,France,EMEA,False,
Estadio Quesito,EQ,Spain,Europe,True,
EStar (Chinese Team),ES,China,China,True,Ultra Prime
EStar Young,ESY,,China,True,Ultra Prime Academy
Estoril Praia eSports,EPE,Portugal,Europe,True,
ESTORM,STM,Mexico,Latin America,True,
Estral Esports,EST,Mexico,Latin America,False,
Estral Esports Aurora,EST.A,Mexico,Latin America,False,
Estrogen Gap,ESTR,,North America,False,
Estúdio XP e-Sports,EXP,Brazil,Brazil,True,
ESuba,ESB,Czech Republic,EMEA,False,
ESUG Ultimate Five Feeder,UFF,Germany,EMEA,False,
Et cetera,ETC,Poland,Europe,True,
Eternal Fire,EF,Turkey,EMEA,True,
Eternals Gaming,ESG,,Latin America,False,
Eternity Gaming,EG,United Kingdom,Europe,True,
Ethernum Esports,ETN,Colombia,Latin America,True,
EUnited,EUN,United States,North America,True,
EURONICS Gaming,ESG,Germany,Europe,True,
Europe Saviors Anonymous,EUS.A,Spain,Europe,True,Europe Saviors Omega
Europe Saviors Club,EUS,Spain,EMEA,True,
Ever8 Winners,EEW,South Korea,Korea,True,Winners
Evil Geniuses Academy,EG.A,United States,North America,True,Evil Geniuses Challengers
Evil Geniuses Challengers,EGC,United States,North America,True,
Evil Geniuses Prodigies,EG.P,United States,North America,True,
Evil Geniuses.EU,EG,North America,Europe,True,Evil Geniuses.NA
Evil Geniuses.NA,EG,United States,North America,True,
Evilvice Esports,EVV,Chile,Latin America,True,
Evolve,EVO,Netherlands,Europe,True,
EVOPLAY,EVO,,Europe,True,
EVOS Esports,EVS,Indonesia,Vietnam,True,
EVOS Valkyrie,EVS.V,Indonesia,Vietnam,False,
EWolves Ignis,WOL.I,Portugal,Brazil,False,
Ex Nihilo,EXN,United Kingdom,Europe,True,
ExceL Academy,xL.A,United Kingdom,Europe,True,Excel UK
Excel Esports,XL,United Kingdom,EMEA,True,
Excess Success,ES,Iceland,Europe,True,
EXeAt eSports Club,eXeAt,Argentina,LAS,True,
Exeed,EXD,Italy,EMEA,True,exeed Poland
Exeed Poland,EXD,Italy,EMEA,True,
Exgs,Exgs,Singapore,SEA,True,
Exile (Filipino Team),Exile,Philippines,SEA,True,
EXILE esports,EXE,Czech Republic,EMEA,False,
Exilium Gaming,ExG,Colombia,Latin America,True,
Exilium Hunters,TEX,Colombia,Latin America,True,
EXtatus,EXT,Czech Republic,Europe,True,
EXtreme Divide e-Sport Team,eMD,Taiwan,LMS,True,
EXtreme Divide ExeCuTioNeR,eMD.E,Hong Kong,LMS,True,
EXtreme Gamers,XG,Taiwan,LMS,True,
Extreme Team,ET,Greece,Europe,True,
EYES ON U,EOU,Germany,Europe,True,
EYES ON U Europe,EOU.EU,Germany,Europe,True,
Eyeshield Gaming,EYE,Portugal,Europe,True,
F-Soul Esports,FS,Hong Kong,LMS,True,
F3VP,F3VP,,North America,True,
Fact Revolution,Fact,Norway,Europe,True,
Falafel Gaming,FLFG,,North America,True,
Falcon E-Sports,FLN,Latvia,Europe,True,
Falcons (Spanish Team),FAL,Spain,EMEA,True,
Falke Esports,FLK,Spain,EMEA,False,
FALKN,FLK,Sweden,EMEA,False,
Falkol,FKL,Brazil,Brazil,True,Vorax
Falkol Academy,FKL.A,,Brazil,True,
Falkol Storm,STM,Brazil,Brazil,True,
Fallen Gods,FG,Greece,Europe,True,
False Facade Gaming,FF,,North America,True,
Fanshawe College,FC,,North America,True,
Fantasy Gaming,FSY,Peru,Latin America,True,
Far East Eagle,FEU,Taiwan,PCS,False,
Fatal Ambition,FTA,United States,Latin America,True,
Fatcat's Fatties,MEOW,,North America,True,
FC Nantes Esports,FCN,France,EMEA,True,
FC Schalke 04 Esports,S04,Germany,EMEA,False,
FC Schalke 04 Evolution,S04E,Germany,Europe,True,
Fear x Starforge,FXS,United States,North America,False,
Feel our Skill Female,FoS.F,Poland,Europe,True,
Feint Gaming,FNT,Argentina,Latin America,True,
FEN1X eSports,F1X,Spain,Europe,True,
Fenerbahçe Academy,FB.A,Turkey,Turkey,True,
Fenerbahçe Esports,FB,Turkey,Turkey,True,
FENNEL,FL,Japan,PCS,True,
FENNEL Academy,FL.A,Japan,PCS,True,
Fenris eSports Academy Blue,FES,Germany,Europe,True,
Fervent Esports,FV,Philippines,SEA,False,
FH eSports,FH,Iceland,Europe,True,
Fiction eSports,FCN,United States,North America,True,
Fidelis,FD,,North America,True,
Final Five,F5,United States,North America,True,Vortex (North American Team)
Final Form,FFE,,North America,False,
Fire Dragoon Esports,FDG,Malaysia,SEA,True,
Fireball,FBL,Hong Kong,LMS,True,
First Blood Crusade,FBC,,North America,True,
Fish Dive Team,FD,Hong Kong,LMS,True,
Fisher College,FC,,North America,False,
Fission Esports,FIS,United States,North America,True,
Five Kings,5K,,Europe,True,
Flama Esports,FL,Spain,Europe,True,
FlameHard,FLH,Portugal,EMEA,False,
Flamengo Academy,FLA.A,Brazil,Brazil,False,
Flamengo Esports,FLA,Brazil,Brazil,True,
Flash Husky,FH,Taiwan,LMS,True,
Flash Wolves,FW,Taiwan,LMS,True,
Flash Wolves Junior,FWJ,Taiwan,LMS,True,Flash Husky
Flashdive,FD,Thailand,SEA,True,MiTH Flashdive
Flayn eSports,FYN,Austria,Europe,True,
Flayn eSports CZSK Edition,FYN.CZ,Austria,Europe,True,
Flayn eSports Swiss Edition,FYN.CH,Austria,Europe,True,
Florida Southern College,FSC,,North America,False,
Florida State University,FSU,,North America,False,
Fløng Esports Elite,FLG.E,Denmark,Europe,True,
Fluffy Tail,FT,Poland,Europe,True,
Fluxo,FX,Brazil,Brazil,False,
Fluxo Academy,FX.A,Brazil,Brazil,False,
FLY FAM,FLYF,United States,North America,True,
Fly Family,FF,,North America,False,
FLY5,FLY5,Czech Republic,EMEA,False,
FLY5 Academy,FLY5A,Czech Republic,EMEA,False,
FlyQuest,FLY,United States,North America,False,
FlyQuest Academy,FLY.A,United States,North America,True,FlyQuest Challengers
FlyQuest NZXT,FLYC,United States,North America,False,
FM eSports,FM,United Kingdom,Europe,True,
Fnatic,FNC,United Kingdom,EMEA,False,
Fnatic Academy,FNC.A,United Kingdom,Europe,True,Fnatic Rising
Fnatic Rising,FNC.R,United Kingdom,Europe,True,Fnatic TQ
Fnatic TQ,FNTQ,Spain,EMEA,True,
Fog Esports,F0G,Saudi Arabia,EMEA,False,
For The Win,FOR,Taiwan,LMS,True,
For The Win Esports,FTW,Portugal,EMEA,True,
Force Of Nature (Latin American Team),FON,Argentina,LAS,True,
Forger Esports,FGE,Hong Kong,LMS,True,
Formulation Gaming,FMG,Norway,EMEA,False,
Forsaken (Polish Team),FSK,Poland,EMEA,False,
Fortius,Fortius,Indonesia,SEA,True,
Fortress Esports,FTS,Denmark,Europe,True,Masonic
Fortune Makers,FM,Spain,EMEA,False,
Fourth Wall,4W,United Kingdom,EMEA,False,
Fox B,Fox B,South Korea,Korea,True,
Fox Gaming,F0X,Morocco,EMEA,False,
FoxFire (Turkish Team),FOX,Turkey,EMEA,False,
FPT Hanoi,FPTHN,Vietnam,Vietnam,False,
FPT Ho Chi Minh,FPTHCM,Vietnam,Vietnam,False,
Frag eXecutors,Fx,Poland,Europe,True,
Fram Reykjavík Esports,FRAM,Iceland,Europe,True,Tindastóll
Frank Esports,FAK,Hong Kong,Asia Pacific,False,
Frank Esports Academy,FAKA,Hong Kong,Asia Pacific,False,
Frank Fang Gaming,FFG,North America,North America,True,
Fraternitas,FTS,Czech Republic,Europe,True,
Freedom Dive,FDV,Argentina,LAS,True,
FreePi,FIP,Poland,Europe,True,
Freshsterious,FRS,,Europe,True,
Friends Forever Gaming,FFQ,Vietnam,Vietnam,True,Lowkey Esports.Vietnam
Froggy Five,FROG,,North America,True,
FROM ZERO TO HERO,Z2H,Spain,Europe,True,
Frost Aura,FA,United States,North America,True,
FrostFire (North American Team),FF,,North America,False,
FroztFire Team,FzF,Chile,Latin America,True,
Fruition Esports,FRE,,North America,True,
FS Gaming,FSG,Chile,Latin America,True,
FTV Esports,FTV,Vietnam,Vietnam,True,
Fuego,FUE,Curaçao,Latin America,False,
Fugitive Gaming,FUG,,North America,True,
Fukuoka SoftBank HAWKS gaming,SHG,Japan,Asia Pacific,False,
Fukuoka SoftBank HAWKS gaming Academy,SHG.A,Japan,Asia Pacific,False,
Full Louis,FL,Vietnam,SEA,True,
Full Spectrum,FS,United States,North America,True,
Fullclear Esports,FC,,EMEA,True,
FunPlus Phoenix,FPX,China,China,False,
FunPlus Phoenix Blaze,FPB,,China,False,
FURIA,FUR,,Brazil,False,
FURIA Academy,FUR.A,Brazil,Brazil,False,
Furious Five,F5,Turkey,EMEA,False,
Furious Gaming,FG,Argentina,Latin America,False,
Furious Gaming Academy,FG.A,Argentina,Latin America,True,
Furious Gaming Argentina,FG.AR,Argentina,Latin America,True,
Furious Gaming Chile,FG.CL,Chile,Latin America,True,
Furious Gaming Red,FGR,Argentina,LAS,True,
FURY Global,FRY,Australia,Asia Pacific,False,
FUT Esports,FUT,Turkey,EMEA,False,
Future Perfect,FP,Russia,CIS,True,
Future Perfect Azure,FPA,Russia,CIS,True,
00 Nation,00N,Norway,Europe,True,
00 Prospects,00P,Norway,Europe,True,
1 Trick Ponies,1TP,,North America,True,
1. Berliner Esport-Club e.V.,BESC,,Europe,True,
100 Thieves,100,United States,North America,False,
100 Thieves Academy,100.A,United States,North America,True,100 Thieves Challengers
100 Thieves Challengers,100C,United States,North America,True,
100 Thieves Next,100X,United States,North America,True,
13Noobz Gaming,13N,,North America,True,
17 Academy,17A,Taiwan,LMS,True,MachiX
19esports,19,Mexico,Latin America,True,
2144 Danmu Gaming,2144D,China,China,True,DAN Gaming
2144 Gaming,2144,China,China,True,
24 7 Tower Dive,TD,Netherlands,EMEA,False,
269 Gaming,269,Vietnam,SEA,True,
2Kill Gaming,2K,Brazil,Brazil,True,
300 (North American Team),300,,North America,True,
34united e-Sports Club,34U,Spain,Europe,True,
3BL Esports,3BL,Egypt,EMEA,False,
3D Revolution,3DR,,Europe,True,
3DMAX,3DMAX,France,Europe,True,
3sUP Enterprises,3sUP,United States,Europe,True,
404 Multigaming e.V.,404,Germany,EMEA,False,
42 Gaming,42,,EMEA,False,
4Elements Esports,4E,Netherlands,Europe,True,
4Elements Scuttle Squad,SSQ,,Europe,True,
4everzenzyg,4ZE,Denmark,Europe,True,
4Kings,4K,United Kingdom,Europe,True,
4moD,4moD,Malaysia,SEA,True,
5 Hydra Esport,5H,Italy,Europe,True,Campus Party Sparks
5 Ronin,5R,Turkey,EMEA,True,
5 Ronin Academy,5R.A,Turkey,Turkey,True,
5 Seasons,5S,,North America,False,
5Fox E-Sports Club,5Fox,Brazil,Brazil,True,Falkol
6Sense,6SN,Mexico,Latin America,True,
7more7 Black,77.B,Poland,Europe,True,
7more7 Pompa Team,PT7,Poland,Europe,True,PDW
7more7 Pompa Team Academy,7PT.A,Poland,Europe,True,
7more7 White,77.W,Poland,Europe,True,
7th heaven,7h,Japan,Japan,True,
7th heaven X,7hX,Japan,Japan,True,
9z Team,9Z,Argentina,Latin America,True,
A One Man Army,AOMA,Netherlands,EMEA,False,
AaB Esport,AaB,Denmark,EMEA,False,
Abandoned Kittens,ABK,,North America,False,
Able Esports,ABLE,Canada,North America,True,
Absolute (Oceanic Team),ABS,Australia,Oceania,True,Infernum Gaming
Absolute Legends,AL,,Europe,True,HEET
Absolute Legends CZSK,AL,Belgium,Europe,True,
Absolute Legends NA,AL,United States,North America,True,
Absolute Legends Netherlands,AL,Belgium,Europe,True,
Absolute Legends SG,AL,Singapore,SEA,True,
Absolved,ABV,United Kingdom,Europe,True,
Absolved Female,ABV.F,United Kingdom,Europe,True,
Abyss Academy,ABY,Australia,Oceania,True,
Abyss Esports,ABY,Australia,Oceania,True,Bombers
Abyssal Esport Club,ABY,Spain,Europe,True,
Acclaim EmpireX,AEX,Philippines,SEA,True,
ACE 1,A1,Chile,Latin America,True,
Acer Green Team,AGT,Thailand,SEA,True,
AceS GaminG,ACS,,Latin America,True,
Aces High Esports Club,AH,Turkey,Turkey,True,
AceZone e-Sports,aZ,Brazil,Brazil,True,
AcFun e-Sports Club,ACF,China,China,True,2144 Gaming
ACTINA PACT,PCT,,Europe,True,
Action Team eSports,ATE,Brazil,Brazil,True,
Actions Per Minute,APM,Greece,EMEA,False,
Activit-E,aVe,,EMEA,True,
AD Gaming,ADG,China,China,True,EDward Esports
Ad hoc gaming,AHG,Germany,Europe,True,
Ad hoc gaming Gentlemen's Club,AHG.GC,Germany,Europe,True,
Adive,Adive,,Europe,True,
Adriatic Wolves,AW,Italy,Europe,True,
Adverse,ADV,France,EMEA,True,
Aegis (French Team),AEG,France,EMEA,False,
Aequilibritas E-Sports,AeQ,,Europe,True,RULE
Aethernum eSports,AET,Colombia,Latin America,True,
Aethra Esports,ATR,Netherlands,Europe,True,
Aethra Esports Academy,ATR.A,Netherlands,Europe,True,
Aethra Esports Belgium,ATR.B,Netherlands,Europe,True,Aethra Esports
Aethra Esports Strijders,ATR.S,Netherlands,EMEA,False,
AffNity,AFN,United States,North America,True,
Afro Beast,AFB,Taiwan,LMS,True,BUFF
Afterglow Esports,AGW,,EMEA,False,
Aftershock Esports,ASE,Turkey,Turkey,True,
Against All authority,aAa,France,Europe,True,
AGD E-Sports,AGD,,Latin America,True,
AGO esports,AGO,Poland,EMEA,True,
AGO ROGUE,RGO,Poland,Europe,True,
Agresiv,AGV,Argentina,LAS,True,
Aguilas Doradas,AD,Ecuador,Latin America,True,
Ahq e-Sports Club Korea,ahq.KR,South Korea,Korea,True,
Ahq eSports Club,ahq,Taiwan,PCS,True,
Ahq Fighter,AF,Taiwan,LMS,True,
Ahq Girls,ahq G,Taiwan,LMS,True,
Ahq Snipers,ahq S,Taiwan,LMS,True,
Akademia,AKD,Poland,Europe,True,
Akademia Hatiego 2,AH2,Poland,EMEA,True,
AKIHABARA ENCOUNT,AE,Japan,Japan,True,
Akroma,AKR,France,EMEA,False,
Akuma Esports,AKM,Canada,North America,True,
Akuma Scythes,AKS,,North America,True,
Albus NoX Luna,ANX,Russia,CIS,True,
Alice Queen,AQ,Taiwan,LMS,True,
AlienTech eSports,ALI,Portugal,Europe,True,
Alienware Arena,AWA,South Korea,Korea,True,
AliorBank Team,AB,Poland,EMEA,True,
All Combo,AC,China,China,True,
All for One Gaming,A41G,Germany,EMEA,False,
All Gamers,AG,China,China,True,
All Knights,AK,Chile,Latin America,True,
Alliance,ALL,Sweden,Europe,True,Elements
Alpaka Esports,ALP,Austria,Europe,True,
Alpha Esports,ALF,,PCS,True,Hurricane Gaming
Alpha Sydney,AS,Australia,Oceania,True,
Alpha Team,APT,Hong Kong,LMS,True,TWOTWOEIGHT
Also Known As,AKA,North America,North America,True,
Altay Espor,ALT,,EMEA,False,
ALTERNATE aTTaX,ATN,Germany,Europe,True,
Alternative Gaming,ALG,Taiwan,PCS,False,
ALTOKEKW Españita,OLE,,Europe,True,
Always With Honor,AWH,Turkey,Turkey,True,
Always With Honor (Turkish Team),AWH,Turkey,EMEA,True,
AM All-Stars,STAR,,North America,True,
Anáhuac Esports,ANH,Mexico,Latin America,True,
ANc Outplayed,OP,Italy,EMEA,False,
Ancestors eSports,ACR,Spain,EMEA,False,
Andes Esports,AE,Chile,LAS,True,
ANEW Academy,ANW.A,United States,North America,True,
ANEW Blaze,ANW.B,,North America,True,
ANEW Dawn,ANW.D,United States,North America,True,
ANEW Esports,ANW,,North America,True,
ANEW Genesis,ANW.G,,North America,False,
ANEW Hope,ANW.H,,North America,True,
ANEW Rising,ANW.R,,North America,True,
Anexis eSports,AXS,Germany,Europe,True,
Angry Bats,BATS,Italy,EMEA,True,
Angry Bats Academy,BATS.A,Italy,EMEA,True,
Anima,ANM,Norway,EMEA,False,
Animate eSports,aN,United Kingdom,Europe,True,
Ankora Gaming,ANK,Bosnia and Herzegovina,EMEA,False,
ANON (North American Team),ANON,,North America,True,
Anorthosis Famagusta Esports,ANO,Cyprus,EMEA,False,
Anorthosis Famagusta Esports Academy,ANO.A,Cyprus,Europe,True,
Anorthosis Famagusta Esports Revolution,ANO.R,Cyprus,Europe,True,
Another Troll Team,ANT,,Latin America,True,
ANT Gaming,ANT,Turkey,Turkey,True,
Antares Esports,ANT,Peru,Latin America,True,
Antic Esports,ANC,New Zealand,Asia Pacific,False,
Anubis Gaming,ANB,Egypt,EMEA,False,
Anyone's Legend,AL,China,China,False,
Anyone's Legend.Young,AL.Y,China,China,False,
Anzu Esports Club,ANZ,Peru,Latin America,True,
AOC Gaming,AOC,Hong Kong,LMS,True,
AOE Esports,AOE,,North America,False,
