Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,Birthdate__precision,AllName
PhantomL0rd,United States,1988-10-07,,,North America,Mid,"Karthus,Syndra,Ziggs,Brand",Mid,True,False,1.0,"PhantomL0rd, Mid PhantomL0rd, Phantomlord"
Phantomles,Sweden,1999-01-19,Europe,eSuba,EMEA,Mid,"LeBlanc,Syndra,Ahri",Mid,False,False,1.0,Phantomles
PhantomStar,United States,,,Blue Otter,North America,Support,,Support,False,False,,"PhantomStar, Joey Steps, Phantom Star, Silent (Joseph Armour), Silent Steps"
PHarmony,United States,2002-01-27,,Florida Southern College,North America,Support,"Bard,Nautilus,Maokai,Braum",Support,False,False,1.0,PHarmony
Pharrenda,United States,,,University of South Florida,North America,Support,,Support,False,False,,Pharrenda
Phastorm,,,Europe,,EMEA,Mid,,Support,False,False,,Phastorm
Phaxi,Slovenia,1997-02-17,Europe,SPIKE Syndicate,EMEA,Manager,"Maokai,Ekko,Fiora,Gnar",Manager,False,False,1.0,Phaxi
PHC,Brazil,2003-03-26,,,Brazil,Bot,"Kai'Sa,Lucian,Xayah",Bot,True,False,1.0,PHC
PhDInTopLane,Canada,2003-07-30,,,North America,Top,"Sett,Camille,Sion",Top,False,False,1.0,"PhDInTopLane, PHD in Top Lane"
Pheilox,Germany,,,,Europe,Support,"Janna,Sona",Support,True,False,,Pheilox
PheJox,Costa Rica,,,,Latin America,Jungle,,Jungle,True,False,,PheJox
Phenix,Czech Republic,1998-12-18,Europe,,EMEA,Support,"Leona,Bard,Nautilus",Support,False,False,1.0,Phenix
Phenomenal (Emirkan Budak),Turkey,2002-04-07,Turkey,,EMEA,Mid,,Mid,False,False,1.0,Phenomenal (Emirkan Budak)
Phenomenal (Vasilis Georgiou),Greece,,Europe,,EMEA,Top,,Top,False,False,,"Phenomenal (Vasilis Georgiou), Phenomenal1"
Phenomenon,South Korea,,,,Korea,Mid,,Mid,True,False,,"Phenomenon, 이상현"
PhenomEX,United States,1998-02-13,,,North America,Top,,Top,False,False,1.0,PhenomEX
pHeoz,France,,,,Europe,Top,,Top,True,False,,PHeoz
Phila,Finland,,Europe,Akroma,EMEA,Coach,,Assistant Coach,False,False,,"Phila, Pihla"
Philand,Italy,,Europe,EKO Academy,EMEA,Mid,,Mid,False,False,,Philand
Philip (Philip Zeng),Canada,2002-07-28,,Fear x Starforge,North America,Top,Jayce,Top,False,False,1.0,"Philip (Philip Zeng), NotTheRealPhilip, TheRealPhilip"
Philip (Renan Nishiyama),Brazil,,,,Brazil,Manager,,CEO,True,False,,Philip (Renan Nishiyama)
Phino,Norway,2000-09-27,Europe,,EMEA,Mid,Annie,Mid,False,False,1.0,Phino
Phlaty,Russia,1997-06-23,CIS,,EMEA,Mid,"Ryze,LeBlanc,Azir,Jayce,Cassiopeia",Mid,False,False,1.0,Phlaty
Phoenix (Krishna Mohan),United States,,,,North America,Mid,,Mid,False,False,,Phoenix (Krishna Mohan)
Phoenix (Maarten Van Dyck),Belgium,1997-01-17,Europe,,EMEA,Top,,Top,True,False,1.0,"Phoenix (Maarten Van Dyck), XipownZu"
Phoenix (Ngai Ka Chon),Macao,,,,LMS,Support,,Support,True,False,,Phoenix (Ngai Ka Chon)
Phoenix (Yehezkiel Parmonangan),Indonesia,,,,SEA,Jungle,,Jungle,True,False,,"Phoenix (Yehezkiel Parmonangan), Phoenix (Yehezikiel Parmonangan), Phoenix (Yehezkiel Patric Parmonangan Siagian), Phoenix (Yehezkiel Patric)"
Pholusx,Denmark,,,,Europe,Top,,Top,True,False,,Pholusx
Phoma,Italy,1997-03-25,Europe,aNc Outplayed,EMEA,Coach,,Coach,False,False,1.0,Phoma
Phones,Germany,,,,Europe,Top,,Top,True,False,,"Phones, Riddem"
Phooka,United States,,,,North America,Support,,Support,True,False,,Phooka
Phoonie,Netherlands,1988-04-06,,,Europe,Bot,,Bot,True,False,1.0,"Phoonie, Cowking"
Photic,China,2002-10-11,,Ninjas in Pyjamas.CN,China,Bot,,Bot,False,False,1.0,Photic
Photon,South Korea,2001-11-30,,Team Vitality,Korea,Top,Akshan,Top,False,False,1.0,"Photon, Gyuvee"
Phoxie,Portugal,,Europe,,EMEA,Mid,,Mid,False,False,,Phoxie
Phraser,Turkey,,Turkey,,EMEA,Top,"Irelia,Fiora,Camille,Aatrox",Top,False,False,,Phraser
Phreak,United States,1987-03-16,,Riot Games Inc.,North America,Caster,"Vayne,Orianna,Corki,Teemo",Game Designer,True,False,1.0,Phreak
Phrenic,Germany,1997-12-13,Europe,SK Gaming Avarosa,EMEA,Manager,"Lee Sin,Kha'Zix,Elise",Project Lead,False,False,1.0,"Phrenic, Phrenic1"
PHT,Vietnam,2002-12-28,,,Vietnam,Mid,,Mid,True,False,1.0,"PHT, OcTieu"
Phuc1,Vietnam,,,MGN Blue Esports,Vietnam,Jungle,,Jungle,False,False,,Phuc1
PhucNN,Vietnam,,,,North America,Manager,,Manager,False,False,,PhucNN
Phurion,United Kingdom,1998-02-20,,,Europe,Jungle,"Nidalee,Lee Sin,Rek'Sai",Jungle,True,False,1.0,"Phurion, Dongs"
PhyMini,United States,2006-04-06,,Zen Esports,North America,Mid,"Orianna,Hwei,Ekko",Mid,False,False,1.0,PhyMini
Phyraxx,France,,Europe,Exalty,EMEA,Top,"Kayle,Gwen,Kled",Top,False,False,,Phyraxx
phyro,Spain,2006-06-22,Europe,LUA Gaming,EMEA,Jungle,Viego,Jungle,False,False,1.0,Phyro
PhyssiN,Sweden,,,,Europe,Jungle,"Dr. Mundo,Lee Sin",Jungle,True,False,,PhyssiN
Pia,Romania,,Europe,,EMEA,Mid,,Mid,False,False,,Pia
Pianzhi,China,,,,China,Coach,,Coach,True,True,,"Pianzhi, Actor (Chen Jia-Wei)"
Pica Boo,Hong Kong,,,,Oceania,Mid,,Mid,True,False,,"Pica Boo, Laws"
Picachu,China,,,,China,Bot,,Bot,True,False,,"Picachu, GXT"
PicanTOM,Argentina,1998-01-02,,,LAS,Jungle,"Lee Sin,Elise,Rek'Sai,Rengar",Jungle,True,False,1.0,"PicanTOM, Genos"
PicaPica,,,,Komodo (North American Team),North America,Support,"Soraka,Karma,Rakan,Renata Glasc,Tahm Kench,Pyke",Support,False,False,,PicaPica
Picasso,Morocco,,,,EMEA,Support,,Support,False,False,,Picasso
Piccaboo,South Korea,1997-03-25,,,Korea,Support,"Thresh,Alistar",Support,True,False,1.0,"Piccaboo, Picaboo"
Piccione,Italy,,Europe,,EMEA,Mid,,Mid,False,False,,Piccione
Pick,Finland,1998-09-02,,,Europe,Support,Braum,Support,True,False,1.0,Pick
Picknn,Brazil,,,,Brazil,Mid,,Mid,False,False,,Picknn
Picoca,Brazil,,,,Brazil,Streamer,"Twisted Fate,Anivia,Nidalee",Streamer,True,False,,Picoca
Pieck,Mexico,,LAN,,Latin America,Bot,,Bot,True,False,,"Pieck, Nymue, Venus (Roberto Galán)"
Piemaster,United States,,,,North America,Bot,,Bot,True,False,,Piemaster
Pier0,Peru,2000-11-02,,,Latin America,Support,,Support,True,False,1.0,"Pier0, Chocotejin"
Occlumats,Italy,1994-08-08,Europe,,EMEA,Top,"Ornn,Renekton,Swain,Aatrox,Urgot",Top,False,False,1.0,Occlumats
Ocean (Nicolás Pérez),Chile,,,,Latin America,Jungle,,Jungle,False,False,,"Ocean (Nicolás Pérez), OcyaN"
Oceann,Portugal,2002-03-09,Europe,Grow uP eSports,EMEA,Bot,"Kai'Sa,Xayah,Ezreal",Bot,False,False,1.0,Oceann
Oceans11,Indonesia,,Southeast Asia,,SEA,Jungle,,Jungle,True,False,,"Oceans11, Ocean21, OceansEleven"
ocelote,Spain,1990-06-15,,,Europe,Owner,"Kassadin,Ahri,Orianna","Founder, Co-Owner, &amp; Chief Executive Officer",True,False,1.0,"Ocelote, Oce, Ocelotee"
Ochre99,Canada,,,University of British Columbia,North America,Mid,,Mid,False,False,,Ochre99
Octomalus,Belgium,1999-01-05,Europe,,EMEA,Top,Kled,Top,False,False,1.0,Octomalus
Octopus,Egypt,2003-09-25,,Twareg Esports,EMEA,Coach,"Aphelios,Jayce,Graves,Kindred",Assistant Coach,False,False,1.0,Octopus
Oculus,South Korea,2004-04-04,,,Korea,Support,,Support,False,False,1.0,Oculus
Oda,Spain,2003-09-28,Europe,Ancestors eSports,EMEA,Jungle,,Jungle,False,False,1.0,"Oda, Øda"
Odd,South Korea,,,,Korea,Bot,,Bot,True,False,,Odd
OddEye,South Korea,2005-01-01,,Nongshim Esports Academy,Korea,Bot,,Bot,False,False,1.0,"OddEye, Od eye"
Oddie,Peru,1997-08-28,Latin America North,Movistar R7,Latin America,Jungle,"Blitzcrank,Rengar,Shaco,Zac,Lee Sin",Jungle,False,False,1.0,"Oddie, TheOddOneBlack"
OddOrange,United States,1998-04-17,,Maryville University,North America,Jungle,,Jungle,False,False,1.0,"OddOrange, Odd Orange, TheOddOrange"
OddTurtle,United States,,,,North America,Support,,Support,True,False,,"OddTurtle, TheOddTurtle"
OdduGi,South Korea,1996-11-07,,,Korea,Bot,,Bot,True,False,1.0,OdduGi
Odessa,Japan,,Japan,,PCS,Support,,Support,False,False,,Odessa
odi11,Poland,2001-11-05,Europe,,EMEA,Bot,"Aphelios,Jinx,Zeri,Kai'Sa",Bot,False,False,1.0,"Odi11, ODI, Odiso"
oDin (Ju Yeong-dal),South Korea,1987-07-15,,Kwangdong Freecs,Korea,Manager,,Director,False,False,1.0,ODin (Ju Yeong-dal)
odnes,United States,2000-04-07,,,North America,Bot,,Bot,True,False,1.0,"Odnes, Corrin"
Odo,Finland,,Europe,,EMEA,Top,,Top,True,False,,"Odo, The Salt"
Odoamne,Romania,1995-01-18,Europe,,EMEA,Top,"Maokai,Rumble",Top,False,False,1.0,Odoamne
Odstranovac,Slovakia,,,,Europe,Top,,Top,True,False,,Odstranovac
Odyceuz,Brazil,,,,Brazil,Top,,Top,True,True,,Odyceuz
Odyn,United States,,,,North America,Mid,,Mid,False,False,,Odyn
Odysseia,Turkey,2000-05-29,,,EMEA,Bot,,Bot,False,False,1.0,Odysseia
ofke,,2001-05-21,,Venus (Turkish Team),EMEA,Coach,,Coach,False,False,1.0,Ofke
Oggy,Vietnam,,,,SEA,Support,,Support,True,False,,"Oggy, 420 (Đồng Huy Hùng)"
Ogierhaq,Poland,,,,Europe,Jungle,,Jungle,True,False,,Ogierhaq
Oguzkhan,Turkey,,Turkey,,EMEA,Jungle,,Jungle,True,False,,"Oguzkhan, Oguskhan"
Oh my Cris,Romania,,,,Europe,Bot,,Bot,True,False,,Oh my Cris
Oh4HO,Japan,,,,Japan,Bot,,Bot,True,False,,Oh4HO
Ohq,South Korea,1996-09-05,,,Korea,Bot,,Bot,True,False,1.0,"Ohq, 0hq"
Ohtori,Colombia,,,,Latin America,Bot,,Bot,True,False,,Ohtori
OHwiN,South Korea,2002-05-02,,Dplus Esports Academy,Korea,Coach,,Coach,False,False,1.0,OHwiN
Oisín Molloy,Republic of Ireland,1993-07-27,,,EMEA,Caster,"Elise,Ezreal,Rumble",Caster,False,False,1.0,"Oisín Molloy, BP (Oisín Molloy), BPCast, Oisín, Penguin (Oisín Molloy)"
Okahra,Canada,,,,North America,Support,,Support,True,False,,"Okahra, Oland"
Okami,United States,,,,North America,Mid,Kai'Sa,Mid,False,False,,Okami
OkamuraTakashiX,Japan,1993-03-31,,,Japan,Mid,,Mid,True,False,1.0,"OkamuraTakashiX, RealGirlSupport"
Okazuki,Costa Rica,,Latin America North,,Latin America,Jungle,,Jungle,True,False,,Okazuki
OkerumoN,Japan,,,V3 Esports Academy,Asia Pacific,Support,,Support,False,False,,OkerumoN
oki1,Czech Republic,1996-01-03,Europe,,EMEA,Support,"Janna,Nautilus,Leona,Karma",Support,False,False,1.0,"Oki1, Oki"
Oktopus,Iceland,1995-10-06,,,Europe,Bot,"Caitlyn,Sivir,Kai'Sa,Tristana",Bot;Manager,True,False,1.0,Oktopus
Olcham,South Korea,2006-11-01,,,Korea,Mid,,Mid,False,False,1.0,Olcham
OldB,South Korea,,,,Korea,Jungle,,Jungle,True,False,,"OldB, Combo, Old B"
Oleg (Oleg Borisov),Russia,1998-02-13,,,CIS,Mid,"Orianna,Zoe,Galio,Fizz",Mid,True,False,1.0,Oleg (Oleg Borisov)
Oleg (Oleg Karkachev),Russia,2004-04-08,CIS,eSports Cologne e.V.,EMEA,Jungle,"Taliyah,Orianna,Yasuo,Bel'Veth,Udyr",Jungle,False,False,1.0,"Oleg (Oleg Karkachev), Antik, Antvikosmall"
Olejka Carry,Russia,,,,CIS,Support,,Support,True,False,,Olejka Carry
Oliver,United Kingdom,,,,Europe,Support,,Support,True,False,,"Oliver, Oli (Oli Colletti), Olıver"
Oliver (Oliver Sufia),Venezuela,,,Janus Panter,Latin America,Top,,Top,False,False,,"Oliver (Oliver Sufia), Shym"
Olleh,South Korea,1994-11-27,Korea,,North America,Support,"Bard,Thresh",Support,False,False,1.0,"Olleh, ANNA, JJOO"
Ollie,United Kingdom,,,,Europe,Bot,,Bot,True,False,,Ollie
Olly839,Canada,,,Zen Esports,North America,Jungle,,Jungle,False,False,,Olly839
Oltan,Turkey,,,,North America,Jungle,,Jungle,False,False,,Oltan
Olunn,Norway,,Europe,,EMEA,Jungle,,Jungle,False,False,,Olunn
Omar,United Kingdom,,,,Europe,Top,,Top,True,False,,"Omar, Superbigfun"
OmarGod,United States,1997-02-12,,,North America,Jungle,,Jungle,True,False,1.0,OmarGod
Ombladon,Romania,,,,Europe,Bot,,Bot,True,False,,Ombladon
Omega,Spain,,Europe,,EMEA,Analyst,,Analyst,False,False,,Omega
OmegamonXL,Portugal,1997-02-21,,,EMEA,Caster,"Sylas,Talon,Varus",Caster,False,False,1.0,OmegamonXL
Omena,Finland,1997-08-14,Europe,,EMEA,Coach,"LeBlanc,Heimerdinger,Xerath",Coach,False,False,1.0,Omena
Omibro,Lebanon,,,Zen Esports,North America,Bot,,Bot,False,False,,Omibro
Omigma,France,,,Project Conquerors,EMEA,Bot,,Bot,False,False,,Omigma
Ominator,Chile,,,,LAS,Owner,"Nami,Lulu,Fiddlesticks,Leona",General Manager,True,False,,"Ominator, Omi"
Ominick,Chile,1995-11-10,Latin America South,,Latin America,Jungle,"Rek'Sai,Nidalee,Gragas,Olaf,Lee Sin,Zac",Jungle,True,False,1.0,Ominick
omly,United States,,,,North America,Mid,"Lucian,Ryze,Nidalee",Mid,False,False,,"Omly, Doomfully"
Omni,New Caledonia,1993-09-08,,,Oceania,Mid,,Mid,True,False,1.0,Omni
Omnibrag,Poland,1993-07-27,,,Europe,Support,"Thresh,Braum,Janna",Support,True,False,1.0,Omnibrag
Omniscience,United States,,,LiT Esports,North America,Analyst,,Analyst,False,False,,Omniscience
OMO,Singapore,,Southeast Asia,,Asia Pacific,Coach,,Coach,True,False,,OMO
OMON,Czech Republic,2003-07-02,Europe,Ici Japon Corp. Esport,EMEA,Mid,,Mid,False,False,1.0,"OMON, Motylek"
OmulFinn,Romania,,Europe,Axolotl,EMEA,Jungle,,Jungle,False,False,,"OmulFinn, Dem0n Genesis, Finn (Andrei-Ionel Lăbonț-Pop)"
ON,China,2003-05-12,,Bilibili Gaming,China,Support,"Rakan,Thresh,Blitzcrank,Renata Glasc,Alistar",Support,False,False,1.0,"ON, 0N, Owo (Luo Wen-Jun)"
on1,Turkey,,,,Turkey,Bot,,Bot,True,False,,On1
On2TZ,South Korea,,,,Korea,Support,,Support,True,False,,On2TZ
On3Sh0t,Germany,,Europe,eSports Cologne e.V.,EMEA,Mid,,Mid,False,False,,"On3Sh0t, The On3Sh0t"
OnAir,South Korea,1980-09-14,,ROX COOL,Korea,Coach,,Head Coach,False,False,1.0,OnAir
Onat,Canada,2000-07-21,,AOE Esports,North America,Mid,"Ahri,Akali,Sylas",Mid,False,False,1.0,"Onat, 0 n a t, 0nat, O n a t"
Oncan,Netherlands,2001-01-06,Europe,,Turkey,Top,"Camille,Irelia,Zed,Jax",Top,True,False,1.0,"Oncan, Ksmuriel, Muriel"
Once,South Korea,1998-07-31,Japan,,Asia Pacific,Jungle,,Jungle,False,False,1.0,Once
One Carry,Peru,,,,Latin America,Bot,,Bot,True,False,,One Carry
One Gank Man,Jordan,1994-05-07,,,EMEA,Manager,Jarvan IV,Manager,False,False,1.0,One Gank Man
one tick,Canada,1998-06-24,,Pick Me Galio,North America,Mid,"Galio,Hwei,Ryze",Mid,False,False,1.0,One tick
OneBadBrad,United States,,,,North America,Jungle,Lee Sin,Jungle,True,False,,"OneBadBrad, OneMadBrad"
Oneƒor,France,,,Vitality Rising Bees,EMEA,Coach,,Head Coach,False,False,,"Oneƒor, Ofo, One for One, OneForOne, OneƒorOne"
Onemaru,Costa Rica,,,,Latin America,Bot,,Bot,True,False,,Onemaru
Oner,South Korea,2002-12-24,,T1,Korea,Jungle,"Nidalee,Viego,Lee Sin,Nocturne,Xin Zhao",Jungle,False,False,1.0,Oner
OneSECOND,Argentina,,,,Latin America,Jungle,,Jungle,True,False,,OneSECOND
Onesh0tiq,Ukraine,1993-09-02,,,CIS,Bot,,Bot,True,False,1.0,"Onesh0tiq, AMiracle, Onesh0tik"
OneShot (Alex Lagos),Chile,,Latin America South,,Latin America,Jungle,Rek'Sai,Jungle,True,False,,OneShot (Alex Lagos)
OneShot (Wu Cheng-Ying),Taiwan,1995-07-30,,,LMS,Top,,Top,True,False,1.0,"OneShot (Wu Cheng-Ying), MiMiLucky"
OnFleek,South Korea,1997-12-20,,Isurus,Korea,Jungle,Camille,Jungle,False,False,1.0,OnFleek
Oni (Santiago Cendal),Uruguay,,,,Latin America,Mid,,Mid,True,False,,"Oni (Santiago Cendal), Oni Sama"
Oni Akuma,Canada,,,University of Ottawa,North America,Mid,,Mid,False,False,,Oni Akuma
Onier,Guatemala,1999-07-30,,,Latin America,Support,"Karma,Nautilus,Braum",Support,False,False,1.0,"Onier, AU Onier"
Onii,France,,Europe,,EMEA,Jungle,Lee Sin,Jungle,False,False,,"Onii, OniiChan"
OniiKhan,Saudi Arabia,2002-08-05,,Twisted Minds,EMEA,Mid,,Mid,False,False,1.0,"OniiKhan, ALMUBARAK"
Onionbagel,Canada,,,,North America,Jungle,"Olaf,Nocturne,Xin Zhao,Blitzcrank",Jungle,True,False,,Onionbagel
Only (Jordan Middleton),Australia,1996-04-09,,,Oceania,Jungle,"Kindred,Lee Sin,Ekko,Rek'Sai,Vayne",Jungle,True,False,1.0,"Only (Jordan Middleton), Oniy"
Only (Michal Hudec),Czech Republic,,Europe,,EMEA,Bot,,Bot,False,False,,"Only (Michal Hudec), Onlyx"
Only Angel,United Kingdom,,Europe,,EMEA,Top,Camille,Top,False,False,,"Only Angel, OnlyAngel"
Only35,Turkey,2000-04-30,Turkey,Istanbul Wildcats,EMEA,Support,,Owner,False,False,1.0,"Only35, Only 35, Only31, Only35support"
OnlyBarrier,Colombia,,,,Latin America,Coach,,Head Coach,True,False,,OnlyBarrier
Onlyl,South Korea,2000-01-03,,,Korea,Support,,Support,True,False,1.0,"Onlyl, 박민제"
ONMETA,Brazil,1997-02-20,,Fluxo,Brazil,Coach,,Head Coach,False,False,1.0,ONMETA
Onur,Argentina,1987-04-06,Latin America South,,Latin America,Coach,Galio,Head Coach,True,False,1.0,Onur
Onyoz,Latvia,2000-10-31,Europe,,EMEA,Top,"Jax,Irelia",Top,False,False,1.0,Onyoz
OnyyX,Taiwan,,,Tongtex Suns,PCS,Jungle,"Kindred,Rek'Sai,Sylas",Jungle,False,False,,OnyyX
Op4uH,Russia,,,,CIS,Mid,,Mid,True,False,,Op4uH
Opal,Canada,1995-08-20,,,North America,Caster,"Lucian,Kai'Sa,Thresh",Caster,True,False,1.0,Opal
Opdat,South Korea,2007-01-31,,,Korea,Support,,Support,False,False,1.0,Opdat
Opeduy,Spain,,Europe,CORE 128,EMEA,Mid,,Mid,False,False,,Opeduy
Opelis,Latvia,,,,Europe,Jungle,,Jungle,True,False,,"Opelis, Karate Kid"
OPG1,Vietnam,,,,Vietnam,Mid,,Mid,True,False,,OPG1
Ophelia,South Korea,2003-02-05,,,Korea,Mid,,Mid,False,False,1.0,Ophelia
opqwid,United States,,,,North America,Jungle,"Lee Sin,Rengar,Riven,Evelynn",Jungle,False,False,,"Opqwid, User:Akzyro/Opqwid, User:Opqwid"
Optimas,Lithuania,1998-04-25,Europe,,EMEA,Bot,Ezreal,Bot,False,False,1.0,Optimas
Optimizer,United States,,,,North America,Jungle,,Jungle,False,False,,Optimizer
Optimus Tom,United States,1989-06-07,,,North America,Caster,"Jinx,Rakan,Tristana,Galio",Caster,False,False,1.0,Optimus Tom
Oqi,Denmark,,,,Europe,Bot,,Bot,True,False,,Oqi
Oraces,United States,2001-03-24,,University of Michigan,North America,Top,,Top,False,False,1.0,Oraces
Oran,Poland,,Europe,,EMEA,Mid,,Mid,True,False,,Oran
Orange (Alfredo Teran),Nicaragua,,,,Latin America,Mid,,Mid,True,False,,Orange (Alfredo Teran)
Orange (Sung Kuo-Jung),Taiwan,,Taiwan,,LMS,Support,,Support,True,False,,Orange (Sung Kuo-Jung)
Orange (Wang Yu-Jeng),Taiwan,,,,LMS,Manager,,Manager,True,False,,Orange (Wang Yu-Jeng)
Orbic,Singapore,,,,SEA,Mid,,Mid,True,False,,Orbic
Orca (Darren Goh),Singapore,,Southeast Asia,,SEA,Mid,,Mid,True,False,,Orca (Darren Goh)
Orca (Kuo Cheng-Han),Taiwan,2003-10-09,,Deep Cross Gaming,PCS,Support,Heimerdinger,Support,False,False,1.0,"Orca (Kuo Cheng-Han), 郭承翰"
Örca (Philip Pereira),Canada,1992-05-06,,,North America,Support,"Leona,Blitzcrank,Yuumi",Support,True,False,1.0,Örca (Philip Pereira)
Orchid,Netherlands,1993-10-22,,Unlocked,EMEA,Broadcast Talent,"Lee Sin,Morgana",Host,False,False,1.0,"Orchid, Koolein, Orchideuz"
Ordin,South Korea,,,,Korea,Mid,,Mid,True,False,,Ordin
ordno,Czech Republic,,Europe,,EMEA,Mid,,Mid,False,False,,"Ordno, Goblin"
Ori,South Korea,,,,Korea,Jungle,,Jungle,True,False,,"Ori, 0ri"
Oriloler,Spain,,Europe,,EMEA,Jungle,,Jungle,False,False,,Oriloler
Orion (Alan Roger),Tunisia,1995-11-21,Europe,One More Esports,EMEA,Bot,"Lucian,Jhin,Xayah",Bot,False,False,1.0,"Orion (Alan Roger), Tiger (Alan Roger), Tijé"
ORION (Alexander Iskrich),Russia,2004-03-30,,,CIS,Top,Jax,Top,True,False,1.0,ORION (Alexander Iskrich)
Orion (David Reinhart),United States,2005-05-31,,Drury University,North America,Mid,"Zed,Aatrox,Hwei,Yone",Mid,False,False,1.0,Orion (David Reinhart)
Orion (Santiago García),Colombia,,,,Latin America,Mid,,Mid,False,False,,"Orion (Santiago García), Orion1"
Orion (Santiago Jaimes),Colombia,1999-06-30,,,Latin America,Bot,"Samira,Jhin,Kai'Sa",Bot,True,False,1.0,Orion (Santiago Jaimes)
oRisko,Spain,2003-03-27,,Universae Instituto FP,EMEA,Jungle,"Graves,Taliyah,Viego",Jungle,False,False,1.0,ORisko
Orlan,Argentina,,Latin America South,,Latin America,Top,,Top,True,False,,"Orlan, Orlaan"
Orm,United States,,,Ball State University,North America,Top,,Top,False,False,,Orm
Ormarus,Panama,1997-05-26,,,Latin America,Coach,,Head Coach,True,False,1.0,Ormarus
Orome,Romania,1998-01-16,Europe,,EMEA,Coach,"Fiora,Camille,Aatrox,Vladimir",Coach,True,False,1.0,Orome
Oronuke,United States,,,,North America,Jungle,,Jungle,False,False,,Oronuke
Orre,Sweden,1999-12-29,Europe,,EMEA,Bot,,Bot,False,False,1.0,"Orre, Charlie Orre, Evil (Charlie Orre)"
Orrisot,Turkey,2002-05-28,Turkey,,EMEA,Mid,,Mid,False,False,1.0,Orrisot
Orthran,Spain,,Europe,Guasones,EMEA,Manager,,Team Manager,False,False,,Orthran
Ortiz,Colombia,1998-08-06,,,Latin America,Bot,"Ezreal,Lucian,Caitlyn",Bot,True,False,1.0,Ortiz
Orzecz,Poland,,Europe,,EMEA,Top,"Aatrox,Ornn,Camille",Top,False,False,,Orzecz
Os4,Taiwan,,,,LMS,Top,,Top,True,False,,Os4
Osaft22,Switzerland,,,,Europe,Support,,Support,True,False,,Osaft22
Osamu,Ecuador,,,,Latin America,Mid,,Mid,True,False,,Osamu
Osas,Vietnam,,,,Vietnam,Support,,Support,True,False,,Osas
Oscar,South Korea,2000-11-15,,,Korea,Top,,Top,True,False,1.0,"Oscar, 박상준 (Gyeonggi), 흔들리지않은강함"
OscarBros,Mexico,,,,Latin America,Jungle,"Olaf,Kha'Zix",Jungle,False,False,,"OscarBros, OscharBros"
Oscarin,Peru,1999-11-27,,,Latin America,Support,,Support,False,False,1.0,"Oscarin, OscarBeach, OscarinJr"
Oscarinin,Spain,2003-06-11,Europe,Fnatic,EMEA,Top,Camille,Top,False,False,1.0,"Oscarinin, Oskar, Øscarinin, Оscarinin"
Oscure,Spain,2000-04-30,Europe,Barça eSports,EMEA,Support,Thresh,Support,False,False,1.0,Oscure
Oshiro,France,2000-12-31,Europe,,EMEA,Mid,,Mid,False,False,1.0,"Oshiro, Ňono (European Player), Spodiman"
Osito Felpuwu,Costa Rica,,,,Latin America,Jungle,,Jungle,True,False,,Osito Felpuwu
Osman,Honduras,1997-01-30,,,Latin America,Caster,"Taric,Rammus,Bard",Caster,False,False,1.0,Osman
Osman123,Turkey,2003-03-20,Turkey,,EMEA,Jungle,,Jungle,False,False,1.0,Osman123
Osmo,Tunisia,,,,,Bot,,Bot,True,False,,"Osmo, Osmo1"
Osnofa,Portugal,1999-04-21,Europe,,EMEA,Coach,"Thresh,Lux",Positional Coach,False,False,1.0,Osnofa
Oso de Oz,Ecuador,,,,Latin America,Manager,,Team Manager,False,False,,"Oso de Oz, Grr Un Oso"
osolosta,Netherlands,,Europe,,EMEA,Mid,,Mid,False,False,,Osolosta
OsOm,Greece,,,,Europe,Jungle,,Jungle,True,False,,"OsOm, Lupinsmokel"
OST,Ukraine,,,,CIS,Jungle,,Jungle,True,False,,OST
Osu,South Korea,2001-03-19,,,Korea,Top,,Top,False,False,1.0,Osu
Otchie,Philippines,,,,SEA,Jungle,"Vayne,Caitlyn,Sivir",Jungle,True,False,,Otchie
Otherness,Australia,,,,Oceania,Jungle,,Jungle,True,False,,Otherness
Othkurik,United States,,,Drury University,North America,Mid,,Mid,False,False,,Othkurik
Otkachalka,Bulgaria,2002-11-22,Europe,,EMEA,Jungle,,Jungle,True,False,1.0,Otkachalka
otter (Brian Thomas),United States,,,,North America,Manager,"Ezreal,Twitch",Player Development,False,False,,Otter (Brian Thomas)
Otter (Michael Smiles),United Kingdom,,,,Europe,Mid,,Mid,True,False,,Otter (Michael Smiles)
OTTO (Hou Guo-Yu),China,1996-03-08,,,China,Mid,"Lulu,LeBlanc,Sylas,Qiyana,Irelia,Talon,Akali",Mid,True,False,1.0,"OTTO (Hou Guo-Yu), DianGun, Estike, Sebastian (Hou Guo-Yu), WenJianGun, 稳健棍"
otto is gun,Canada,,,,North America,Bot,"Caitlyn,Aphelios,Jinx",Bot,True,False,,Otto is gun
ouroboy,Brazil,1998-04-03,,Fluxo Academy,Brazil,Top,"Jax,Riven,Irelia,Jayce",Top,False,False,1.0,"Ouroboy, SkyBart"
Out of Wit,United States,1999-05-25,,,North America,Support,"Bard,Thresh,Rakan",Support,False,False,1.0,"Out of Wit, Ran Out of Wit"
Outlandisch,Germany,1995-05-15,Europe,Spinebusters E-Sport,EMEA,Coach,"Ekko,Lee Sin",Head Coach,False,False,1.0,"Outlandisch, Outlandish"
